loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
 17, 145488454,  -1,   2,   1,   0,   0,   0,  -6,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   1,  -1,  -3,  64, -17, 2050, 179, 168, 163, 158, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 18, 145489435,  -1,   1,   4,   0,   0,   0,  -6,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   1,  -1,  -5,  29,  -6, 2042, 178, 177, 158, 171, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 19, 145490419,  -1,   0,   6,   0,   0,   0,  -5,  -6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   1,   0,  -6,   0,  -7, 2018, 181, 181, 158, 180, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 20, 145491403,   0,  -1,   7,   0,   0,   0,  -3,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   0,   1,  -7, -47,  -3, 2014, 177, 183, 158, 190, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 21, 145492387,   1,  -2,   7,   0,   0,   0,   0, -11,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   0,   1,  -4, -105, -47, 1988, 170, 181, 158, 196, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 22, 145493374,   0,  -5,   6,   0,   0,   0,   2, -13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   0,   3,  -3, -93,   1, 1971, 166, 189, 158, 203, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 23, 145494355,   1,  -8,   6,   0,   0,   0,   2, -21,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   0,   6,  -3, -33,  16, 1986, 163, 208, 158, 224, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 24, 145495340,  -1, -11,   4,   0,   0,   0,  -1, -26,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   1,   8,   0, 132,  92, 1984, 169, 232, 158, 236, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 25, 145496322,  -2, -10,   1,   0,   0,   0,  -4, -23,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   1,   7,   2, 174, 155, 1961, 171, 232, 158, 223, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 26, 145497306,  -4,  -2,  -3,   0,   0,   0,  -8,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   3,   1,   7, 238, 131, 1935, 175, 185, 158, 158, 35806, ANGLE_MODE, 0, IDLE, 1, 1
 27, 145498292,  -5,   4,  -4,   0,   0,   0,  -9,  22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 841,   4,  -3,   4, 209,  44, 1941, 235, 193, 216, 158, 35806, ANGLE_MODE, 0, IDLE, 1, 1
128, 145503214,   5,  -1,  -1,   0,   0,   0,  13, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 840,  -3,   1,  -2, -118, -89, 2029, 158, 179, 193, 212, 35806, 0, 0, IDLE, 1, 1
129, 145504196,   3, -11,   2,   0,   0,   0,   6, -40,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 840,  -2,   8,  -3, -89, -87, 2033, 158, 252, 171, 271, 35806, 0, 0, IDLE, 1, 1
130, 145505178,  -1, -14,   4,   0,   0,   0,  -5, -55,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 840,   1,  10,  -6, -39, -19, 2031, 177, 301, 158, 296, 35806, 0, 0, IDLE, 1, 1
131, 145506162,  -1, -11,   5,   0,   0,   0, -10, -43,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.8, 0.00, 840,   1,   8,  -4, -27,  36, 2033, 189, 283, 158, 271, 35806, 0, 0, IDLE, 1, 1
132, 145507146,  -3,  -8,   5,   0,   0,   0, -11, -23,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   2,   5,  -1, 119,  77, 2044, 193, 242, 158, 225, 35806, 0, 0, IDLE, 1, 1
133, 145508132,   0,  -2,   4,   0,   0,   0,  -6,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   0,   2,  -5, 206, 114, 2026, 177, 173, 158, 170, 35806, 0, 0, IDLE, 1, 1
134, 145509116,   1,   6,   3,   0,   0,   0,  -1,  27,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,  -1,  -4,   0, 334, 113, 2031, 227, 158, 221, 164, 35806, 0, 0, IDLE, 1, 1
135, 145510098,   0,  10,   1,   0,   0,   0,   2,  42,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   0,  -7,   1, 359,  67, 2045, 260, 158, 261, 164, 35806, 0, 0, IDLE, 1, 1
136, 145511082,  -2,  10,   0,   0,   0,   0,  -3,  39,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   1,  -6,   2, 273, -21, 2041, 258, 167, 250, 158, 35806, 0, 0, IDLE, 1, 1
137, 145512066,  -4,   8,  -2,   0,   0,   0,  -8,  29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   3,  -5,   2, 225, -53, 2083, 251, 184, 231, 158, 35806, 0, 0, IDLE, 1, 1
138, 145513052,  -3,   3,  -3,   0,   0,   0,  -9,   8,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   3,  -2,   2, 124, -42, 2094, 203, 188, 184, 158, 35806, 0, 0, IDLE, 1, 1
139, 145514036,  -2,  -1,  -4,   0,   0,   0,  -5, -12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   2,   1,   3,  -6, -50, 2151, 165, 196, 158, 175, 35806, 0, 0, IDLE, 1, 1
140, 145515018,  -1,  -5,  -4,   0,   0,   0,   2, -24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   1,   3,   2,  -6, -50, 2151, 158, 218, 166, 212, 35806, 0, 0, IDLE, 1, 1
141, 145516004,   1,  -5,  -3,   0,   0,   0,   8, -25,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,  -1,   4,   1, -80, -18, 2197, 158, 221, 182, 233, 35806, 0, 0, IDLE, 1, 1
142, 145516986,   0,  -7,  -2,   0,   0,   0,   6, -24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   0,   5,   1, -92,   9, 2235, 158, 220, 172, 226, 35806, 0, 0, IDLE, 1, 1
143, 145517972,   0,  -3,  -1,   0,   0,   0,   3, -12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.8, 0.00, 840,   0,   2,   0, -125,  54, 2230, 158, 190, 165, 193, 35806, 0, 0, IDLE, 1, 1
