loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
 17, 124672313,  -1,   0,  -3,   0,   0,   0,  -2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   1,   0,   3,   7,  66, 1999, 169, 169, 170, 158, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 18, 124673298,   0,  -1,  -5,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   0,   1,   5,  52,  82, 2009, 158, 169, 169, 162, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 19, 124674281,   1,  -1,  -6,   0,   0,   0,   3,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,  -1,   1,   4,  52,   9, 2016, 158, 177, 177, 174, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 20, 124675265,   1,   0,  -5,   0,   0,   0,   3,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   0,   0,   3,  74,  12, 2030, 158, 168, 176, 165, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 21, 124676249,   3,   1,  -7,   0,   0,   0,   6,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,  -2,  -1,   7,  91, -62, 2032, 158, 162, 186, 165, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 22, 124677233,   2,   1,  -6,   0,   0,   0,   6,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,  -1,  -1,   2,  58, -90, 2004, 158, 160, 185, 163, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 23, 124678217,   3,   3,  -3,   0,   0,   0,   4,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,  -2,  -2,  -1,  58, -90, 2004, 170, 158, 190, 166, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 24, 124679201,   2,   1,  -1,   0,   0,   0,   2,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,  -1,  -1,  -1,  74, -48, 1998, 168, 158, 178, 163, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 25, 124680184,  -1,   1,   2,   0,   0,   0,  -3,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   1,   0,  -6,  18,  11, 1985, 168, 163, 158, 160, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 26, 124681168,  -3,   1,   5,   0,   0,   0, -10,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   2,  -1,  -7, -90,   6, 1945, 192, 179, 158, 165, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 27, 124682152,  -3,  -5,   8,   0,   0,   0, -11, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 766,   2,   3,  -8, -73,  41, 1960, 199, 212, 158, 200, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 28, 124683137,  -1,  -7,   9,   0,   0,   0,  -6, -22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 765,   1,   5,  -6, -98,  24, 1986, 187, 226, 158, 230, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 29, 124684120,   3,  -4,   7,   0,   0,   0,   4, -15,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 1.32, 765,  -2,   3,  -3, -79,  95, 2016, 159, 182, 158, 209, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 30, 124685104,   4,  -3,   5,   0,   0,   0,  11,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,  -3,   2,  -1, -47,  73, 2038, 158, 164, 176, 202, 8350, ANGLE_MODE, 0, IDLE, 1, 1
 31, 124686088,   3,  -4,   3,   0,   0,   0,  10,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,  -2,   3,  -1, -19,  55, 2035, 158, 164, 176, 194, 8350, ANGLE_MODE, 0, IDLE, 1, 1
128, 124687072,   1,  -2,   2,   0,   0,   0,   4,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,  -1,   1,   0,  -5,  13, 2041, 162, 158, 167, 172, 8350, ANGLE_MODE, 0, IDLE, 1, 1
129, 124688056,   2,   4,  -1,   0,   0,   0,   2,  14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,  -1,  -2,   5,   9,  23, 2055, 189, 158, 198, 163, 8350, ANGLE_MODE, 0, IDLE, 1, 1
130, 124689040,   0,   5,  -3,   0,   0,   0,  -2,  21,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,   0,  -3,   4,  18, -22, 2075, 210, 167, 214, 158, 8350, ANGLE_MODE, 0, IDLE, 1, 1
131, 124690024,   0,   6,  -5,   0,   0,   0,  -4,  21,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,   0,  -4,   5, -96, -11, 2106, 217, 177, 217, 158, 8350, ANGLE_MODE, 0, IDLE, 1, 1
132, 124691008,   0,   5,  -7,   0,   0,   0,  -4,  15,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 238.7, 2.12, 765,   0,  -3,   6, -100,  10, 2133, 203, 179, 207, 158, 8350, ANGLE_MODE, 0, IDLE, 1, 1
133, 124691992,   0,   1,  -8,   0,   0,   0,  -3,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 765,   0,  -1,   8, -149,  22, 2171, 169, 178, 181, 158, 8350, ANGLE_MODE, 0, IDLE, 1, 1
134, 124692977,   0,  -1,  -8,   0,   0,   0,  -2,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,   0,   1,   4, -149,  22, 2171, 158, 188, 170, 169, 8350, ANGLE_MODE, 0, IDLE, 1, 1
135, 124693960,   1,  -2,  -7,   0,   0,   0,   0, -12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,  -1,   1,   3, -130,  37, 2179, 158, 197, 172, 186, 8350, ANGLE_MODE, 0, IDLE, 1, 1
136, 124694944,  -2,  -5,  -4,   0,   0,   0,  -3, -17,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,   1,   4,  -1, -105,  38, 2189, 160, 210, 158, 193, 8350, ANGLE_MODE, 0, IDLE, 1, 1
137, 124695928,  -1,  -4,  -2,   0,   0,   0,  -4, -16,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,   1,   3,  -1, -100,  29, 2214, 163, 204, 158, 192, 8350, ANGLE_MODE, 0, IDLE, 1, 1
138, 124696912,  -2,  -3,   0,   0,   0,   0,  -5,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,   2,   2,  -2, -74,   8, 2234, 173, 195, 158, 181, 8350, ANGLE_MODE, 0, IDLE, 1, 1
139, 124697897,   0,   0,   2,   0,   0,   0,  -2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 2.12, 764,   0,   0,  -3, -30, -19, 2272, 165, 161, 158, 162, 8350, ANGLE_MODE, 0, IDLE, 1, 1
