loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
 11, 138648817,   0,  -2,   1,   0,   0,   0,  -1,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   0,   1,  -1, -42, -25, 2048, 162, 170, 158, 170, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 12, 138649803,   1,  -1,   1,   0,   0,   0,   3,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -1,   1,  -1, -41, -27, 2050, 158, 164, 163, 174, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 13, 138650786,   1,  -1,   1,   0,   0,   0,   4,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -1,   1,  -1, -41,  23, 2051, 158, 162, 165, 173, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 14, 138651769,   1,  -1,   1,   0,   0,   0,   3,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -1,   1,  -1, -29,  52, 2037, 158, 159, 164, 170, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 15, 138652753,   0,  -1,   1,   0,   0,   0,   0,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   0,   1,  -1, -25,  88, 2022, 160, 159, 158, 161, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 16, 138653737,  -1,  -1,   1,   0,   0,   0,  -2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   1,   0,  -1,  -5,  88, 2009, 166, 163, 158, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 17, 138654723,  -1,  -1,   1,   0,   0,   0,  -4,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   1,   1,   0,  -5,  88, 2009, 169, 167, 158, 160, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 18, 138655705,   0,   0,   1,   0,   0,   0,  -2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   0,   0,  -3,  -7,  69, 2006, 165, 162, 158, 160, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 19, 138656689,   0,   2,   3,   0,   0,   0,   0,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   0,  -1,  -3, -36, -15, 1983, 175, 158, 170, 164, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 20, 138657673,   3,   1,   2,   0,   0,   0,   5,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -2,   0,   0, -16,  -9, 1979, 174, 158, 184, 176, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 21, 138658657,   3,   0,   1,   0,   0,   0,   8,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -2,   0,   0, -23, -70, 1971, 161, 158, 180, 183, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 22, 138659643,   3,   1,   0,   0,   0,   0,   7,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -2,  -1,   2, -23, -16, 1965, 164, 158, 181, 175, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 23, 138660625,   2,   1,  -1,   0,   0,   0,   4,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,  -1,   0,   2, -24,  -3, 1964, 162, 158, 175, 168, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 24, 138661609,  -1,   0,  -3,   0,   0,   0,  -2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   1,   0,   3, -52,  55, 1926, 162, 168, 162, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 25, 138662593,  -3,  -1,  -2,   0,   0,   0, -10,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.00, 824,   2,   1,   0, -47,  61, 1921, 178, 190, 158, 162, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 26, 138663577,  -3,  -2,  -1,   0,   0,   0, -12,  -6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 824,   2,   2,   1, -31,  58, 1936, 184, 203, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 27, 138664565,  -1,  -2,  -2,   0,   0,   0,  -6,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 824,   1,   1,   2, -35,  68, 1944, 167, 184, 158, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 28, 138665545,   1,   0,  -2,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 823,  -1,   0,   0, -23,  65, 1960, 158, 163, 168, 165, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 29, 138666529,   1,   0,  -1,   0,   0,   0,   5,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 823,  -1,   0,   0, -23,  78, 1982, 161, 158, 175, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 30, 138667513,   1,   0,  -1,   0,   0,   0,   5,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 823,  -1,   0,   0, -23,  78, 1982, 162, 158, 175, 168, 34252, ANGLE_MODE, 0, IDLE, 1, 1
 31, 138668497,   1,   1,  -1,   0,   0,   0,   4,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 0.97, 823,  -1,  -1,   0, -13,  91, 1979, 166, 158, 177, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
128, 138669482,   1,   1,  -1,   0,   0,   0,   2,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,  -1,   0, -30,  59, 1976, 165, 158, 171, 161, 34252, ANGLE_MODE, 0, IDLE, 1, 1
129, 138670465,   1,   1,   0,   0,   0,   0,   1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,  -1,   0,  -1, -38,  51, 1960, 164, 158, 168, 163, 34252, ANGLE_MODE, 0, IDLE, 1, 1
130, 138671449,   1,   0,   1,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   0,  -1, -54,  28, 1965, 159, 158, 161, 163, 34252, ANGLE_MODE, 0, IDLE, 1, 1
131, 138672433,   1,  -1,   1,   0,   0,   0,  -1,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   1,   0, -55,   9, 1978, 160, 166, 158, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
132, 138673417,  -1,  -1,   1,   0,   0,   0,  -4,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   1,   1,   0, -74,  -3, 2003, 169, 177, 158, 169, 34252, ANGLE_MODE, 0, IDLE, 1, 1
133, 138674402,  -1,  -2,   1,   0,   0,   0,  -4,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   1,   1,  -1, -52,   8, 2002, 168, 178, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
134, 138675386,  -1,  -2,   0,   0,   0,   0,  -4,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   1,   1,   0, -58,  41, 1972, 168, 179, 158, 170, 34252, ANGLE_MODE, 0, IDLE, 1, 1
135, 138676369,   0,   0,   0,   0,   0,   0,  -1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   0,   0, -56,  50, 1960, 159, 161, 158, 161, 34252, ANGLE_MODE, 0, IDLE, 1, 1
136, 138677353,   0,   1,   0,   0,   0,   0,   0,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   0,   0, -40,  74, 1962, 165, 158, 164, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
137, 138678337,   0,   0,  -1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   0,   1, -13,  54, 1985, 165, 158, 169, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
138, 138679321,   0,   1,  -1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,  -1,   0, -13,  53, 2012, 166, 158, 171, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
139, 138680306,   1,   1,  -1,   0,   0,   0,   4,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,  -1,   0,   0, -27,  15, 2049, 166, 158, 175, 165, 34252, ANGLE_MODE, 0, IDLE, 1, 1
140, 138681290,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   0,   0, -20,  24, 2067, 158, 159, 163, 163, 34252, ANGLE_MODE, 0, IDLE, 1, 1
141, 138682272,   0,  -1,   0,   0,   0,   0,   0,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   0,   1,   0, -26,  22, 2062, 158, 168, 158, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
142, 138683256,  -1,  -1,   0,   0,   0,   0,  -3,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.97, 823,   1,   1,   0, -26,  22, 2062, 166, 176, 158, 168, 34252, ANGLE_MODE, 0, IDLE, 1, 1
143, 138684242,   0,  -1,   0,   0,   0,   0,  -1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.65, 823,   0,   1,   0, -23,  17, 2062, 160, 166, 158, 164, 34252, ANGLE_MODE, 0, IDLE, 1, 1
144, 138685226,   2,   0,   0,   0,   0,   0,   2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.65, 823,  -1,   0,   0, -21,  -7, 2070, 158, 161, 166, 168, 34252, ANGLE_MODE, 0, IDLE, 1, 1
145, 138686208,   3,   0,  -1,   0,   0,   0,   6,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.65, 823,  -2,   0,   1,  12, -14, 2101, 161, 158, 179, 173, 34252, ANGLE_MODE, 0, IDLE, 1, 1
146, 138687192,   2,   2,  -1,   0,   0,   0,   5,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.65, 823,  -1,  -1,   1,  24, -10, 2132, 168, 158, 184, 169, 34252, ANGLE_MODE, 0, IDLE, 1, 1
147, 138688176,   1,   1,  -1,   0,   0,   0,   1,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 244.1, 0.65, 823,   0,   0,   1,  35, -15, 2158, 165, 158, 171, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
148, 138689160,  -1,   1,  -1,   0,   0,   0,  -5,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   1,   0,   0,   1,  -1, 2164, 173, 171, 164, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
149, 138690144,  -2,   0,  -1,   0,   0,   0,  -7,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   1,   0,   0,   6,  33, 2162, 177, 176, 162, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
150, 138691128,  -1,  -1,   0,   0,   0,   0,  -6,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   1,   1,   0,   5,  53, 2155, 170, 179, 158, 165, 34252, ANGLE_MODE, 0, IDLE, 1, 1
151, 138692112,  -1,  -2,   0,   0,   0,   0,  -3,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   1,   1,   0,  -7,  41, 2153, 165, 178, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
152, 138693096,   1,  -1,   0,   0,   0,   0,   1,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,   1,   0,  13,  15, 2154, 158, 168, 161, 170, 34252, ANGLE_MODE, 0, IDLE, 1, 1
153, 138694080,   1,  -1,   0,   0,   0,   0,   4,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,  -1,   1,  -1,  23, -25, 2168, 158, 165, 167, 174, 34252, ANGLE_MODE, 0, IDLE, 1, 1
154, 138695065,   1,  -1,   1,   0,   0,   0,   4,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,  -1,   0,  -1,  34, -61, 2169, 158, 159, 167, 172, 34252, ANGLE_MODE, 0, IDLE, 1, 1
155, 138696048,   0,   1,   1,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,   0,   0,  46, -38, 2173, 167, 158, 169, 162, 34252, ANGLE_MODE, 0, IDLE, 1, 1
156, 138697032,   0,   1,   1,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,   0,  -1,  46, -38, 2173, 169, 158, 168, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
157, 138698016,  -1,   2,   1,   0,   0,   0,  -2,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,  -1,   0,  14, -26, 2173, 174, 162, 168, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
158, 138699000,   1,   1,   0,   0,   0,   0,   0,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,  -1,   0, -17,  -2, 2175, 170, 158, 170, 160, 34252, ANGLE_MODE, 0, IDLE, 1, 1
159, 138699984,   1,   1,   0,   0,   0,   0,   2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,  -1,   0,   0, -20, -33, 2194, 163, 158, 167, 164, 34252, ANGLE_MODE, 0, IDLE, 1, 1
256, 138700968,   0,  -1,   0,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,   1,   0,  -3, -49, 2201, 158, 163, 160, 166, 34252, ANGLE_MODE, 0, IDLE, 1, 1
257, 138701952,   0,  -2,   0,   0,   0,   0,  -1,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   0,   1,  -1,  26, -36, 2203, 161, 174, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
258, 138702936,  -2,  -2,   0,   0,   0,   0,  -4,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 0.65, 823,   1,   2,   0,  54, -20, 2190, 170, 188, 158, 177, 34252, ANGLE_MODE, 0, IDLE, 1, 1
259, 138703920,  -2,  -3,   0,   0,   0,   0,  -6,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 1.25, 823,   1,   2,   0,  97,  10, 2161, 172, 190, 158, 177, 34252, ANGLE_MODE, 0, IDLE, 1, 1
260, 138704905,   0,  -1,   0,   0,   0,   0,  -2,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 1.25, 822,   0,   1,   0, 126,  38, 2114, 162, 170, 158, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
261, 138705888,   2,   1,   0,   0,   0,   0,   4,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 1.25, 822,  -1,   0,   0, 149,  44, 2061, 165, 158, 177, 169, 34252, ANGLE_MODE, 0, IDLE, 1, 1
262, 138706872,   2,   1,   0,   0,   0,   0,   7,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 1.25, 822,  -1,  -1,   0, 115,  34, 2040, 172, 158, 190, 174, 34252, ANGLE_MODE, 0, IDLE, 1, 1
263, 138707856,   2,   3,  -1,   0,   0,   0,   5,   9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.4, 1.25, 822,  -1,  -2,   1, 122,  47, 2014, 180, 158, 195, 169, 34252, ANGLE_MODE, 0, IDLE, 1, 1
264, 138708840,   0,   2,  -1,   0,   0,   0,   1,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,  -1,   1,  66,  17, 1992, 173, 158, 178, 159, 34252, ANGLE_MODE, 0, IDLE, 1, 1
265, 138709824,  -1,   1,  -1,   0,   0,   0,  -3,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   1,   0,   0,  66,  17, 1992, 170, 167, 165, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
266, 138710808,  -1,  -2,  -1,   0,   0,   0,  -5,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   1,   2,   0,  28,   8, 1993, 168, 183, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
267, 138711792,  -1,  -2,   0,   0,   0,   0,  -4,  -8,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   1,   1,   0,   5,  -2, 1996, 165, 185, 158, 176, 34252, ANGLE_MODE, 0, IDLE, 1, 1
268, 138712776,   0,  -2,   0,   0,   0,   0,  -1,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   1,   0,  14, -16, 2016, 160, 178, 158, 174, 34252, ANGLE_MODE, 0, IDLE, 1, 1
269, 138713760,   1,  -1,   0,   0,   0,   0,   1,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   0,   0,  17, -31, 2043, 158, 164, 161, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
270, 138714750,   1,   0,   0,   0,   0,   0,   2,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   0,   0,  20, -42, 2083, 162, 158, 167, 164, 34252, ANGLE_MODE, 0, IDLE, 1, 1
271, 138715727,   0,   2,   0,   0,   0,   0,   1,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,  -1,   0,  34,  -5, 2113, 171, 158, 174, 160, 34252, ANGLE_MODE, 0, IDLE, 1, 1
272, 138716711,   0,   2,   0,   0,   0,   0,   0,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,  -1,   0,  13,  17, 2139, 174, 159, 174, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
273, 138717695,   0,   1,   0,   0,   0,   0,   0,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,  -1,   0, -14,  54, 2157, 170, 158, 171, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
274, 138718681,   1,   0,   0,   0,   0,   0,   1,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   0,   0, -40,  70, 2169, 160, 158, 164, 161, 34252, ANGLE_MODE, 0, IDLE, 1, 1
275, 138719667,   1,   0,   0,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   0,   0, -31,  94, 2178, 158, 162, 162, 165, 34252, ANGLE_MODE, 0, IDLE, 1, 1
276, 138720647,   0,  -2,   0,   0,   0,   0,   0,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   1,   0, -37,  97, 2182, 158, 171, 158, 171, 34252, ANGLE_MODE, 0, IDLE, 1, 1
277, 138721631,   0,  -1,   0,   0,   0,   0,  -1,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   1,   0, -13,  83, 2184, 160, 171, 158, 167, 34252, ANGLE_MODE, 0, IDLE, 1, 1
278, 138722615,  -1,  -1,   0,   0,   0,   0,  -3,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   1,   1,   0,  -9,  56, 2186, 163, 170, 158, 163, 34252, ANGLE_MODE, 0, IDLE, 1, 1
279, 138723600,   0,   0,   0,   0,   0,   0,  -2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.25, 822,   0,   0,   0,  -9,  56, 2186, 164, 163, 161, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
280, 138724586,   0,   0,   0,   0,   0,   0,   0,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.8, 1.15, 822,   0,   0,   0,  15,  46, 2184, 161, 158, 162, 158, 34252, ANGLE_MODE, 0, IDLE, 1, 1
384, 138732455,   0,  -1,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,   0,   0,   0,  -2,  46, 2071, 158, 161, 159, 162, 34252, 0, 0, IDLE, 1, 1
385, 138733439,   0,  -1,   0,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,   0,   1,   0,  -2,  46, 2071, 158, 164, 160, 166, 34252, 0, 0, IDLE, 1, 1
386, 138734425,   0,  -1,   0,   0,   0,   0,   0,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,   0,   1,   0,   2,  25, 2062, 158, 163, 159, 165, 34252, 0, 0, IDLE, 1, 1
387, 138735407,   1,  -1,   0,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,   0,   1,   0,  14,  12, 2055, 158, 161, 160, 165, 34252, 0, 0, IDLE, 1, 1
388, 138736391,   1,   0,   0,   0,   0,   0,   2,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,  -1,   0,   0,  -7,   5, 2056, 160, 158, 165, 164, 34252, 0, 0, IDLE, 1, 1
389, 138737375,   1,   0,   0,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.6, 1.15, 822,  -1,   0,   0, -11,   7, 2063, 164, 158, 169, 164, 34252, 0, 0, IDLE, 1, 1
