loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 73490590,   1, -28,  16,   0,   0,   0,   8,  24,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 233.2, 2.07, 498,  -3,  -3, -23, -194, -459, 2098, 183, 158, 169, 207, 0, 0, 0, IDLE, 0, 0
 17, 73507318,  -8, -38, -28,   0,   0,   0, -10, -20,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 498,   3,   3,  16, -206, -185, 2094, 158, 320, 175, 232, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 18, 73508300,  -3, -42, -23,   0,   0,   0,   5, -30,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,   0,   7,   8, -225, -260, 2091, 158, 339, 203, 298, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 19, 73509284,  -1, -45, -16,   0,   0,   0,  14, -35,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,  -2,   8,   5, -231, -313, 2123, 158, 338, 213, 334, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 20, 73510268,   4, -45, -10,   0,   0,   0,  25, -31,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,  -5,   8,  -1, -160, -294, 2149, 158, 322, 231, 357, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 21, 73511252,   0, -47,   0,   0,   0,   0,  19, -27,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,  -2,   9, -11, -35, -411, 2176, 158, 297, 192, 333, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 22, 73512235,  -2, -37,   5,   0,   0,   0,   6,  -5,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,  -1,   3,  -6, -78, -427, 2164, 160, 232, 158, 247, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 23, 73513219, -10, -30,   7,   0,   0,   0, -12,  25,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 244.0, 8.37, 499,   4,  -2,  -8, -35, -306, 2130, 215, 210, 158, 181, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 24, 73514203, -13, -31,   8,   0,   0,   0, -26,  29,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 8.37, 499,   7,  -1,  -6, -24, -201, 2134, 247, 235, 158, 177, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 25, 73515187, -13, -29,   8,   0,   0,   0, -27,  27,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 8.37, 499,   7,  -3,  -5, -81, -39, 2134, 250, 237, 158, 176, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 26, 73516171,   2, -28,   7,   0,   0,   0,   5,  27,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 8.37, 499,  -4,  -3,  -5,  -7,  37, 2082, 170, 158, 169, 185, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 27, 73517157,   9, -30,   4,   0,   0,   0,  35,  16,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 8.37, 499,  -9,  -2,   3, -22, 100, 1999, 158, 178, 234, 268, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 28, 73518139,  11, -30,  -1,   0,   0,   0,  44,   8,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499, -10,  -2,   4, -170, 151, 1892, 158, 202, 263, 304, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 29, 73519123,   3, -33,  -2,   0,   0,   0,  24,   0,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -4,   0,   4, -183, 130, 1830, 158, 223, 213, 270, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 30, 73520107,  -3, -41,  -3,   0,   0,   0,   0, -19,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -1,   6,   2, -180,  90, 1784, 158, 278, 159, 267, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
 31, 73521091,  -2, -43,  -7,   0,   0,   0, -13, -32,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -1,   7,  11, -200, 141, 1750, 172, 327, 158, 285, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
128, 73522075,   0, -44,  -9,   0,   0,   0,  -5, -30,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -3,   7,   8, -98, 140, 1714, 158, 314, 167, 287, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
129, 73523058,   4, -41, -13,   0,   0,   0,   4, -19,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -6,   6,  12, -98, 140, 1714, 158, 296, 199, 288, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
130, 73524042,   8, -38, -15,   0,   0,   0,  14,  -5,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -8,   4,  11, -32, 320, 1686, 158, 266, 227, 279, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
131, 73525026,   5, -32, -16,   0,   0,   0,  14,  14,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,  -6,  -1,  13,  24, 349, 1675, 158, 222, 224, 227, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
132, 73526010,  -4, -21, -15,   0,   0,   0,  -6,  39,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 238.4, 1.25, 499,   0,  -7,   8,  95, 258, 1723, 210, 205, 219, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
133, 73526996, -15, -17, -14,   0,   0,   0, -38,  53,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 238.4, 1.25, 499,   9, -10,   8, 183, 187, 1788, 327, 287, 251, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
134, 73527978, -19, -15, -13,   0,   0,   0, -53,  52,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 238.4, 1.25, 499,  11, -12,   9, 157, 190, 1883, 364, 319, 253, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
135, 73528962, -20, -15, -12,   0,   0,   0, -48,  44,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 238.4, 1.25, 499,  11, -12,   6, 100, 117, 1986, 341, 309, 234, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
136, 73529945,  -9, -20, -11,   0,   0,   0, -19,  24,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,   3,  -8,   7,  87,  59, 2131, 216, 231, 186, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
137, 73530929,  -6, -28, -13,   0,   0,   0,   5,  -8,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,   2,  -3,  13, -30,  -6, 2276, 158, 250, 180, 222, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
138, 73531915,  -6, -33, -13,   0,   0,   0,  16, -28,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,   1,   0,   8, -166, -80, 2364, 158, 298, 202, 291, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
139, 73532897, -12, -38, -11,   0,   0,   0,   2, -39,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 238.4, 1.25, 499,   6,   4,   5, -264, -116, 2453, 158, 325, 161, 286, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
140, 73533881, -14, -44,  -9,   0,   0,   0,  -8, -50,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 1.25, 499,   7,   8,   2, -234, -135, 2492, 184, 379, 158, 321, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
141, 73534865, -14, -47,  -7,   0,   0,   0, -14, -54,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 1.25, 499,   7,  10,   3, -322, -181, 2526, 197, 402, 158, 337, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
142, 73535850,  -6, -46,  -5,   0,   0,   0,   4, -44,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 1.25, 499,   2,   9,   1, -330, -120, 2558, 158, 338, 163, 326, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
143, 73536833,   8, -40,  -4,   0,   0,   0,  34, -20,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 1.25, 499,  -8,   5,   2, -344,   3, 2538, 158, 279, 243, 350, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
144, 73537817,  15, -36,  -3,   0,   0,   0,  60,   4,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499, -13,   2,   1, -344,   3, 2538, 158, 225, 307, 362, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
145, 73538801,  13, -30,  -3,   0,   0,   0,  54,  24,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499, -12,  -2,   2, -394, 118, 2512, 158, 175, 291, 296, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
146, 73539784,   5, -26,  -3,   0,   0,   0,  30,  36,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,  -6,  -5,   2, -380, 331, 2482, 172, 158, 243, 219, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
147, 73540768,   0, -26,  -3,   0,   0,   0,  -1,  35,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,  -2,  -4,   1, -300, 421, 2465, 177, 166, 181, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
148, 73541752,  -8, -30,  -3,   0,   0,   0, -25,  19,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,   3,  -1,   3, -245, 367, 2444, 214, 242, 158, 173, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
149, 73542736,  -6, -33,  -2,   0,   0,   0, -30,   1,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,   2,   1,   0, -322, 338, 2410, 221, 286, 158, 214, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
150, 73543720,   1, -37,  -2,   0,   0,   0, -10, -13,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,  -3,   3,   3, -342, 270, 2413, 170, 271, 158, 249, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
151, 73544704,   9, -40,  -4,   0,   0,   0,  16, -21,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,  -9,   5,   4, -353, 184, 2456, 158, 281, 212, 320, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
152, 73545688,   9, -38,  -4,   0,   0,   0,  26, -19,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 232.4, 0.00, 499,  -9,   4,   2, -373,  86, 2483, 158, 274, 231, 332, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
153, 73546672,   6, -32,  -2,   0,   0,   0,  15,  -2,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,  -6,   0,   0, -375,   6, 2487, 158, 227, 201, 262, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
154, 73547654,  -2, -31,  -1,   0,   0,   0,  -6,  10,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,  -1,  -1,   0, -325, -103, 2446, 170, 211, 158, 194, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
155, 73548639,  -3, -31,  -1,   0,   0,   0, -17,  13,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,   0,  -1,   2, -232, -220, 2398, 193, 230, 158, 190, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
156, 73549623,  -3, -33,  -3,   0,   0,   0, -18,   6,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,   0,   0,   4, -161, -226, 2368, 189, 246, 158, 202, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
157, 73550607,   1, -31,  -4,   0,   0,   0,  -7,   6,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,  -3,  -1,   4, -105, -206, 2292, 161, 217, 158, 198, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
158, 73551591,   2, -26,  -5,   0,   0,   0,   1,  13,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,  -3,  -4,   3, -28, -37, 2223, 158, 193, 172, 188, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
159, 73552575,   1, -24,  -5,   0,   0,   0,   2,  21,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 232.4, 0.00, 499,  -3,  -6,   4, -28, -37, 2223, 158, 173, 173, 167, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
256, 73553559,  -8, -24,  -6,   0,   0,   0, -13,  20,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 0.00, 499,   3,  -6,   4,  92, 108, 2144, 190, 208, 162, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
257, 73554543, -16, -20,  -6,   0,   0,   0, -32,  23,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 0.00, 499,   9,  -8,   3, 109, 219, 2078, 254, 259, 174, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
258, 73555527, -22, -19,  -6,   0,   0,   0, -49,  24,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 0.00, 499,  13,  -9,   5,  77, 234, 2047, 303, 304, 179, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
259, 73556511, -22, -20,  -6,   0,   0,   0, -45,  17,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 0.00, 499,  12,  -8,   4,  25, 140, 2062, 278, 295, 163, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
260, 73557494, -17, -25,  -5,   0,   0,   0, -27,   0,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 0.00, 499,   9,  -4,   3, -19,  19, 2106, 232, 290, 158, 196, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
261, 73558478,  -7, -29,  -5,   0,   0,   0,   6, -15,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,   2,  -2,   2, -59, -87, 2142, 158, 250, 165, 240, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
262, 73559462,   0, -32,  -5,   0,   0,   0,  32, -23,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,  -3,   0,   3, -166, -115, 2120, 158, 272, 228, 324, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
263, 73560446,   2, -37,  -4,   0,   0,   0,  41, -32,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,  -4,   3,   2, -242, -159, 2038, 158, 296, 247, 369, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
264, 73561430,  -2, -41,  -4,   0,   0,   0,  27, -41,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,  -1,   6,   1, -302, -129, 1960, 158, 320, 211, 359, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
265, 73562426,  -5, -43,  -2,   0,   0,   0,  10, -41,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,   1,   8,   1, -300, -160, 1919, 158, 322, 173, 328, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
266, 73563398,  -3, -43,  -2,   0,   0,   0,   4, -33,   0,   0,   0,   1,   1,  -1, 1000,  -3, -21,   0,   0, 242.6, 1.77, 499,   0,   7,   2, -298, -164, 1919, 158, 304, 163, 301, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
267, 73564382,   4, -39,  -3,   0,   0,   0,  16, -15,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 242.6, 1.77, 499,  -6,   4,   3, -250, -111, 1900, 158, 267, 204, 300, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
268, 73565366,  11, -31,  -4,   0,   0,   0,  31,   9,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 242.6, 1.77, 499, -10,  -1,   3, -245, -75, 1856, 158, 207, 245, 280, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
269, 73566350,  12, -25,  -4,   0,   0,   0,  38,  32,   0,   0,   0,   1,   1,  -1, 1000,  -3, -22,   0,   0, 242.6, 1.77, 499, -11,  -5,   2, -198,  -4, 1806, 164, 158, 265, 245, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
270, 73567335,   9, -24,  -3,   0,   0,   0,  25,  38,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 1.77, 499,  -8,  -6,   1, -177,  18, 1773, 179, 158, 247, 215, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
271, 73568317,  -1, -25,  -2,   0,   0,   0,  -2,  30,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 1.77, 499,  -2,  -5,   1, -177,  18, 1773, 173, 167, 172, 158, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
272, 73569301,  -7, -26,  -2,   0,   0,   0, -27,  19,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 1.77, 499,   2,  -4,   1, -178, -47, 1772, 217, 235, 158, 168, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
273, 73570285,  -6, -29,  -2,   0,   0,   0, -31,   7,   0,   0,   0,   1,   1,  -1, 1000,  -2, -22,   0,   0, 242.6, 1.77, 499,   2,  -2,   1, -123, -158, 1799, 224, 270, 158, 196, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
274, 73571269,   1, -30,  -1,   0,   0,   0, -13,  -4,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 242.6, 1.77, 499,  -3,  -1,  -1, -145, -235, 1830, 180, 247, 158, 221, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
275, 73572255,   6, -30,   1,   0,   0,   0,   8,  -6,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 242.6, 1.77, 499,  -6,  -1,  -4, -146, -280, 1846, 158, 224, 180, 252, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
276, 73573237,   8, -34,   3,   0,   0,   0,  20, -12,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 242.6, 1.77, 499,  -8,   1,  -4, -114, -241, 1852, 158, 238, 204, 297, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
277, 73574221,   3, -38,   3,   0,   0,   0,  11, -23,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 243.9, 1.77, 499,  -4,   4,  -2, -74, -120, 1832, 158, 267, 179, 300, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
278, 73575205,  -3, -36,   2,   0,   0,   0,  -7, -22,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 243.9, 1.77, 499,   0,   3,  -1, -81, -43, 1770, 182, 288, 158, 273, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
279, 73576188,  -7, -33,   2,   0,   0,   0, -23,  -8,   0,   0,   0,   1,   1,  -1, 1000,  -2, -21,   0,   0, 243.9, 1.77, 499,   3,   0,  -2, -92,  -6, 1765, 220, 292, 158, 240, 85, ANGLE_MODE|HORIZON_MODE, 0, IDLE, 1, 1
