loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
128, 146376250,  -1,   8,  -7,   0,   0,   0,   2,   9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   1,  -5,  -4, -70,  34, 2016, 188, 168, 204, 158, 41563, 0, 0, IDLE, 1, 1
129, 146377234,   0,   2,  -1,   0,   0,   0,   1,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   0,  -1,  -4, -102,  59, 2015, 158, 173, 162, 173, 41563, 0, 0, IDLE, 1, 1
130, 146378218,  -3,  -5,   4,   0,   0,   0,  -3, -29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   2,   3, -11, -198, 116, 1996, 179, 235, 158, 231, 41563, 0, 0, IDLE, 1, 1
131, 146379202,  -2,  -8,  10,   0,   0,   0,  -5, -39,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   2,   6, -12, -198, 116, 1996, 191, 262, 158, 268, 41563, 0, 0, IDLE, 1, 1
132, 146380186,  -5, -10,  14,   0,   0,   0,  -8, -40,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   4,   7, -13, -203, 104, 2009, 210, 278, 158, 280, 41563, 0, 0, IDLE, 1, 1
133, 146381170,  -2,  -8,  16,   0,   0,   0,  -3, -29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   1,   6, -15, -254,  80, 2020, 199, 239, 158, 260, 41563, 0, 0, IDLE, 1, 1
134, 146382155,  -2,  -5,  19,   0,   0,   0,  -1, -13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,   2,   3, -15, -294,  18, 2060, 200, 197, 158, 227, 41563, 0, 0, IDLE, 1, 1
135, 146383138,   3,  -1,  20,   0,   0,   0,  10,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,  -2,   1, -14, -249,  69, 2106, 203, 158, 192, 221, 41563, 0, 0, IDLE, 1, 1
136, 146384122,   4,  -1,  19,   0,   0,   0,  15,  10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 5.57, 824,  -3,   1, -12, -160,  55, 2153, 210, 158, 210, 232, 41563, 0, 0, IDLE, 1, 1
137, 146385106,   4,   0,  19,   0,   0,   0,  17,  12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 2.80, 824,  -3,   0, -12, -56,  48, 2160, 217, 158, 221, 233, 41563, 0, 0, IDLE, 1, 1
138, 146386090,   2,   0,  16,   0,   0,   0,   9,  10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 2.80, 824,  -2,   0,  -9,  37, 110, 2137, 208, 158, 197, 210, 41563, 0, 0, IDLE, 1, 1
139, 146387077,   0,  -1,  13,   0,   0,   0,   0,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 2.80, 824,   0,   1,  -5, 115, 170, 2105, 191, 158, 166, 183, 41563, 0, 0, IDLE, 1, 1
140, 146388058,  -1,  -1,   8,   0,   0,   0,  -6,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 2.80, 824,   1,   1,   0, 174, 256, 2074, 188, 169, 158, 170, 41563, 0, 0, IDLE, 1, 1
141, 146389042,   0,   0,   2,   0,   0,   0,  -6,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 236.0, 2.80, 824,   0,   0,   5, 215, 286, 2050, 175, 166, 158, 158, 41563, 0, 0, IDLE, 1, 1
142, 146390026,   0,   0,  -3,   0,   0,   0,  -5,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,   0,   8, 247, 340, 2041, 174, 173, 172, 158, 41563, 0, 0, IDLE, 1, 1
143, 146391010,   0,   0,  -7,   0,   0,   0,  -1,   2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,   0,   9, 236, 337, 2040, 161, 173, 175, 158, 41563, 0, 0, IDLE, 1, 1
144, 146391997,   0,   0, -11,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,   0,  11, 202, 332, 2028, 159, 178, 180, 158, 41563, 0, 0, IDLE, 1, 1
145, 146392978,   1,  -2, -14,   0,   0,   0,   1,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,   1,  11, 202, 332, 2028, 158, 191, 187, 169, 41563, 0, 0, IDLE, 1, 1
146, 146393962,  -1,   0, -15,   0,   0,   0,  -2,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   1,   0,  12, 138, 232, 2035, 161, 193, 184, 158, 41563, 0, 0, IDLE, 1, 1
147, 146394946,   0,   1, -16,   0,   0,   0,  -2,   3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,   0,  11, 101, 172, 2047, 169, 192, 195, 158, 41563, 0, 0, IDLE, 1, 1
148, 146395930,   0,   2, -15,   0,   0,   0,  -1,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,   0,  -1,  10,  41,  47, 2057, 178, 189, 205, 158, 41563, 0, 0, IDLE, 1, 1
149, 146396917,   1,   2, -14,   0,   0,   0,   2,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 243.8, 2.80, 824,  -1,  -1,   8,  22, -46, 2094, 168, 179, 202, 158, 41563, 0, 0, IDLE, 1, 1
