loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
 22, 130597240,  -3,  -5,   2,   0,   0,   0,  -9, -17,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.20, 779,   2,   4,  -3,  14, 217, 1898, 184, 223, 158, 204, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 23, 130598224,  -1,  -5,   5,   0,   0,   0,  -1, -15,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.20, 780,   1,   3,  -7,  92, 162, 1854, 171, 200, 158, 205, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 24, 130599208,   1,  -5,   5,   0,   0,   0,   4, -13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.20, 780,  -1,   4,  -2, 182,  92, 1866, 159, 184, 158, 204, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 25, 130600192,   4,  -1,   4,   0,   0,   0,  10,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.20, 780,  -2,   1,  -1, 121,  61, 1866, 158, 159, 177, 192, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 26, 130601176,   5,   6,   3,   0,   0,   0,  13,  18,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.20, 780,  -3,  -4,   0, 110,   1, 1880, 209, 158, 237, 197, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 27, 130602160,   3,   4,  -2,   0,   0,   0,   9,  21,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,  -2,  -3,   8, 125,  30, 1929, 201, 158, 227, 176, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 28, 130603145,   1,   2,  -6,   0,   0,   0,   1,  11,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,   0,  -1,   6,  48,  47, 1948, 180, 165, 195, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 29, 130604128,  -1,   4,  -6,   0,   0,   0,  -5,   9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,   1,  -2,   3, -49,  66, 1972, 193, 180, 194, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 30, 130605112,  -1,  -2,  -5,   0,   0,   0,  -8,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,   1,   2,   2,   2,  80, 2007, 167, 184, 160, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
 31, 130606096,  -2, -10,  -4,   0,   0,   0,  -7, -26,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,   1,   7,   1, -28, 155, 2037, 168, 244, 158, 218, 18257, ANGLE_MODE, 0, IDLE, 1, 1
128, 130607079,  -2, -10,  -2,   0,   0,   0,  -7, -32,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 233.5, 2.57, 780,   1,   7,  -1,  55, 202, 2056, 170, 254, 158, 233, 18257, ANGLE_MODE, 0, IDLE, 1, 1
129, 130608065,  -4, -10,   1,   0,   0,   0,  -9, -27,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 780,   3,   7,  -4, 149, 247, 2061, 184, 252, 158, 229, 18257, ANGLE_MODE, 0, IDLE, 1, 1
130, 130609047,  -2,  -8,   2,   0,   0,   0,  -5, -16,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   1,   5,  -2, 149, 247, 2061, 174, 217, 158, 207, 18257, ANGLE_MODE, 0, IDLE, 1, 1
131, 130610031,   1,   1,   2,   0,   0,   0,   2,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -1,   0,  -2,  85, 322, 2052, 175, 158, 178, 167, 18257, ANGLE_MODE, 0, IDLE, 1, 1
132, 130611015,   2,   8,   4,   0,   0,   0,   9,  33,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -1,  -5,  -5,  88, 208, 1996, 242, 158, 256, 187, 18257, ANGLE_MODE, 0, IDLE, 1, 1
133, 130611999,   2,   8,   4,   0,   0,   0,   7,  37,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -1,  -5,  -4,  51,  56, 1998, 250, 158, 259, 183, 18257, ANGLE_MODE, 0, IDLE, 1, 1
134, 130612987,   4,   9,   4,   0,   0,   0,   9,  33,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -2,  -6,  -3, -44, -26, 2032, 246, 158, 262, 190, 18257, ANGLE_MODE, 0, IDLE, 1, 1
135, 130613968,   3,   7,   4,   0,   0,   0,   8,  22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -2,  -5,  -4, -130, -79, 2076, 221, 158, 235, 188, 18257, ANGLE_MODE, 0, IDLE, 1, 1
136, 130614951,   2,   0,   5,   0,   0,   0,   4,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -1,   0,  -3, -126, -119, 2145, 167, 158, 169, 180, 18257, ANGLE_MODE, 0, IDLE, 1, 1
137, 130615935,   1,  -5,   3,   0,   0,   0,   0, -22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,  -1,   4,   1, -197, -61, 2199, 162, 209, 158, 215, 18257, ANGLE_MODE, 0, IDLE, 1, 1
138, 130616919,   1,  -7,   1,   0,   0,   0,  -3, -29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   0,   5,   2, -129, -20, 2246, 163, 229, 158, 227, 18257, ANGLE_MODE, 0, IDLE, 1, 1
139, 130617907,  -3,  -8,  -3,   0,   0,   0,  -9, -29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   2,   6,   6, -125,  25, 2255, 177, 252, 158, 223, 18257, ANGLE_MODE, 0, IDLE, 1, 1
140, 130618887,  -4,  -5,  -5,   0,   0,   0, -14, -18,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   3,   3,   4, -54, 101, 2256, 182, 235, 158, 191, 18257, ANGLE_MODE, 0, IDLE, 1, 1
141, 130619871,  -1,   0,  -6,   0,   0,   0,  -7,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   1,   0,   5,   3,  87, 2261, 176, 186, 172, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
142, 130620855,  -1,   2,  -5,   0,   0,   0,  -2,  13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 2.57, 781,   1,  -2,   3,  20,  -5, 2257, 193, 173, 198, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
143, 130621839,   0,   6,  -3,   0,   0,   0,   3,  24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 781,   0,  -4,  -2,   8,  -8, 2297, 209, 158, 220, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
144, 130622827,   0,   9,  -1,   0,   0,   0,   3,  29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 781,   0,  -6,  -2,  58,  34, 2340, 229, 158, 236, 162, 18257, ANGLE_MODE, 0, IDLE, 1, 1
145, 130623807,  -2,   7,   1,   0,   0,   0,   0,  24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 782,   2,  -5,  -1,  26,  -1, 2376, 221, 161, 215, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
146, 130624791,  -1,   4,   1,   0,   0,   0,  -2,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 782,   1,  -2,  -1,  26,  -1, 2376, 185, 162, 177, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
147, 130625775,   3,   2,   0,   0,   0,   0,   5,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 782,  -2,  -1,   1, -58, -81, 2377, 159, 158, 174, 173, 18257, ANGLE_MODE, 0, IDLE, 1, 1
148, 130626759,   6,  -2,  -1,   0,   0,   0,  13, -15,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 239.8, 1.37, 782,  -4,   2,   2, -85, -170, 2422, 158, 192, 196, 225, 18257, ANGLE_MODE, 0, IDLE, 1, 1
149, 130627746,   7,  -4,  -2,   0,   0,   0,  16, -20,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,  -5,   3,   3, -89, -207, 2447, 158, 208, 206, 248, 18257, ANGLE_MODE, 0, IDLE, 1, 1
150, 130628727,   3,  -5,  -3,   0,   0,   0,  10, -21,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,  -2,   3,   3, -133, -197, 2437, 158, 212, 189, 232, 18257, ANGLE_MODE, 0, IDLE, 1, 1
151, 130629711,   1,  -1,  -3,   0,   0,   0,   0,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,  -1,   1,   2, -146, -188, 2363, 158, 183, 167, 180, 18257, ANGLE_MODE, 0, IDLE, 1, 1
152, 130630695,  -3,   0,  -3,   0,   0,   0, -12,  -2,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,   2,   0,   3, -147, -124, 2268, 182, 192, 161, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
153, 130631679,  -3,   2,  -3,   0,   0,   0, -17,   6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,   2,  -1,   2, -96, -50, 2204, 211, 201, 180, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
154, 130632666,  -2,   2,  -2,   0,   0,   0, -11,   9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 782,   2,  -1,  -1, -53,   8, 2143, 204, 187, 183, 158, 18257, ANGLE_MODE, 0, IDLE, 1, 1
256, 130638568,  -1,   0,   4,   0,   0,   0,  -5,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 783,   1,   0,   0,   5,  84, 2205, 176, 176, 158, 171, 18257, 0, 0, IDLE, 1, 1
257, 130639550,   1,  -1,   1,   0,   0,   0,   1,  -1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 783,  -1,   0,   1, -26,  99, 2202, 158, 159, 159, 165, 18257, 0, 0, IDLE, 1, 1
258, 130640534,   1,  -2,   0,   0,   0,   0,   3,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 783,  -1,   1,   1, -104,  44, 2171, 158, 171, 165, 179, 18257, 0, 0, IDLE, 1, 1
259, 130641518,   1,  -4,   1,   0,   0,   0,   2,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.37, 783,   0,   3,  -2, -67, -40, 2161, 158, 180, 162, 188, 18257, 0, 0, IDLE, 1, 1
260, 130642502,  -1,  -4,   2,   0,   0,   0,  -2,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,   1,   2,  -2, -20, -109, 2140, 167, 188, 158, 185, 18257, 0, 0, IDLE, 1, 1
261, 130643489,  -2,  -3,   2,   0,   0,   0,  -6,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,   2,   2,  -2,  89, -138, 2110, 177, 192, 158, 182, 18257, 0, 0, IDLE, 1, 1
262, 130644470,  -3,  -3,   2,   0,   0,   0,  -7,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,   2,   2,  -1,  97, -107, 2093, 179, 189, 158, 176, 18257, 0, 0, IDLE, 1, 1
263, 130645454,   0,   1,   1,   0,   0,   0,  -2,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,   0,   0,   1, 144, -64, 2054, 173, 161, 166, 158, 18257, 0, 0, IDLE, 1, 1
264, 130646438,   0,   2,  -1,   0,   0,   0,   2,  11,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,   0,  -1,   2, 116,  27, 2002, 182, 158, 187, 160, 18257, 0, 0, IDLE, 1, 1
265, 130647422,   2,   4,  -3,   0,   0,   0,   6,  14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 240.3, 1.20, 783,  -1,  -2,   4,  15,  85, 1978, 186, 158, 206, 167, 18257, 0, 0, IDLE, 1, 1
266, 130648406,   2,   4,  -4,   0,   0,   0,   7,  14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 1.20, 784,  -1,  -2,   3,  15,  85, 1978, 184, 158, 209, 167, 18257, 0, 0, IDLE, 1, 1
267, 130649390,   1,   2,  -5,   0,   0,   0,   4,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 1.20, 784,  -1,  -1,   3, -60, 128, 1988, 165, 158, 185, 160, 18257, 0, 0, IDLE, 1, 1
268, 130650374,   0,  -1,  -4,   0,   0,   0,   1,  -3,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 1.20, 784,   0,   1,   3, -98, 142, 2033, 158, 174, 168, 167, 18257, 0, 0, IDLE, 1, 1
269, 130651358,   1,  -4,  -5,   0,   0,   0,   0, -14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 1.20, 784,   0,   3,   4, -136, 148, 2077, 158, 201, 169, 193, 18257, 0, 0, IDLE, 1, 1
270, 130652342,   1,  -4,  -5,   0,   0,   0,   0, -14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 241.5, 1.20, 784,   0,   3,   3, -86, 110, 2103, 158, 202, 169, 193, 18257, 0, 0, IDLE, 1, 1
