loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
137, 131754874,   0,   3,   0,   0,   0,   0,   1,  13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 759,   0,  -2,   1,  83,   2, 2073, 188, 158, 189, 159, 24969, ANGLE_MODE, 0, IDLE, 1, 1
138, 131755861,   0,   1,  -1,   0,   0,   0,  -1,   5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 759,   0,  -1,   2,  88,  65, 2050, 170, 161, 171, 158, 24969, ANGLE_MODE, 0, IDLE, 1, 1
139, 131756842,   0,  -2,  -2,   0,   0,   0,   0,  -6,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 758,   0,   1,   1, 106,  82, 1998, 158, 176, 160, 172, 24969, ANGLE_MODE, 0, IDLE, 1, 1
140, 131757826,   0,  -3,  -2,   0,   0,   0,  -1, -11,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 758,   0,   2,   2,  72, 100, 1934, 158, 189, 160, 182, 24969, ANGLE_MODE, 0, IDLE, 1, 1
141, 131758810,   0,  -3,  -2,   0,   0,   0,  -2, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 758,   0,   2,   3,  20,  74, 1878, 158, 187, 159, 179, 24969, ANGLE_MODE, 0, IDLE, 1, 1
142, 131759793,   0,  -5,  -3,   0,   0,   0,  -1, -11,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 758,   0,   3,   2,  16,  81, 1866, 158, 193, 162, 186, 24969, ANGLE_MODE, 0, IDLE, 1, 1
143, 131760780,   0,  -6,  -4,   0,   0,   0,   0, -14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 758,   0,   4,   3,  31, 117, 1890, 158, 203, 166, 196, 24969, ANGLE_MODE, 0, IDLE, 1, 1
144, 131761763,   0,  -5,  -3,   0,   0,   0,   0, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 757,   0,   3,   2,  59,  80, 1928, 158, 192, 165, 186, 24969, ANGLE_MODE, 0, IDLE, 1, 1
145, 131762745,   1,  -1,  -3,   0,   0,   0,   2,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 757,  -1,   1,   1,  87,  12, 1942, 158, 164, 169, 166, 24969, ANGLE_MODE, 0, IDLE, 1, 1
146, 131763729,   1,   3,  -2,   0,   0,   0,   2,  14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 757,  -1,  -2,   0,  87,  12, 1942, 187, 158, 197, 161, 24969, ANGLE_MODE, 0, IDLE, 1, 1
147, 131764713,   2,   7,  -1,   0,   0,   0,   4,  24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 0.50, 757,  -1,  -5,   0,  92, -14, 1965, 215, 158, 229, 168, 24969, ANGLE_MODE, 0, IDLE, 1, 1
148, 131765697,   2,   9,  -1,   0,   0,   0,   4,  29,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 757,  -1,  -6,   0,  82,  -6, 1968, 229, 158, 241, 167, 24969, ANGLE_MODE, 0, IDLE, 1, 1
149, 131766683,   1,   6,   0,   0,   0,   0,   1,  20,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 756,   0,  -4,   0,  35,   1, 1970, 206, 158, 210, 161, 24969, ANGLE_MODE, 0, IDLE, 1, 1
150, 131767665,   0,   0,   0,   0,   0,   0,  -1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 756,   0,   0,  -1,  18,  18, 1993, 161, 161, 158, 159, 24969, ANGLE_MODE, 0, IDLE, 1, 1
151, 131768649,   0,  -6,   0,   0,   0,   0,  -3, -22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 756,   0,   4,  -1, -32,  14, 2040, 166, 218, 158, 213, 24969, ANGLE_MODE, 0, IDLE, 1, 1
152, 131769633,   0,  -9,   0,   0,   0,   0,  -3, -32,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 756,   0,   6,   0, -56,  -3, 2121, 165, 241, 158, 235, 24969, ANGLE_MODE, 0, IDLE, 1, 1
153, 131770619,  -1,  -8,   1,   0,   0,   0,  -4, -28,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 235.6, 2.85, 756,   1,   5,  -2, -108, -38, 2165, 169, 235, 158, 228, 24969, ANGLE_MODE, 0, IDLE, 1, 1
154, 131771603,  -1,  -2,   1,   0,   0,   0,  -4,  -9,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 755,   1,   1,  -2, -111, -31, 2217, 169, 188, 158, 182, 24969, ANGLE_MODE, 0, IDLE, 1, 1
155, 131772585,   1,   5,   1,   0,   0,   0,   0,  14,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 755,   0,  -3,  -1, -112, -15, 2235, 195, 158, 194, 162, 24969, ANGLE_MODE, 0, IDLE, 1, 1
156, 131773569,   1,   6,   1,   0,   0,   0,   3,  25,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 755,  -1,  -4,   0, -182, -36, 2254, 218, 158, 223, 168, 24969, ANGLE_MODE, 0, IDLE, 1, 1
157, 131774553,   1,   6,   1,   0,   0,   0,   4,  24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 755,  -1,  -4,   0, -182, -36, 2254, 216, 158, 224, 169, 24969, ANGLE_MODE, 0, IDLE, 1, 1
158, 131775537,   2,   2,   1,   0,   0,   0,   5,  12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 755,  -1,  -1,   0, -163, -32, 2261, 187, 158, 198, 172, 24969, ANGLE_MODE, 0, IDLE, 1, 1
159, 131776521,   0,  -3,   1,   0,   0,   0,   0,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 754,   0,   2,  -2, -105,  11, 2260, 162, 177, 158, 179, 24969, ANGLE_MODE, 0, IDLE, 1, 1
256, 131777505,  -1,  -4,   3,   0,   0,   0,  -3, -16,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 754,   1,   3,  -3, -60,  58, 2210, 171, 205, 158, 202, 24969, ANGLE_MODE, 0, IDLE, 1, 1
257, 131778489,   0,  -2,   3,   0,   0,   0,  -3, -12,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 754,   0,   1,  -3, -82,  98, 2099, 170, 190, 158, 190, 24969, ANGLE_MODE, 0, IDLE, 1, 1
258, 131779473,   1,  -1,   3,   0,   0,   0,   1,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 754,  -1,   1,  -2, -134,  86, 1991, 159, 164, 158, 174, 24969, ANGLE_MODE, 0, IDLE, 1, 1
259, 131780457,   0,   0,   2,   0,   0,   0,   0,   1,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 754,   0,   0,   1, -211,  59, 1880, 163, 158, 161, 163, 24969, ANGLE_MODE, 0, IDLE, 1, 1
260, 131781442,   1,  -2,   0,   0,   0,   0,   1,   0,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 753,   0,   1,   2, -260,  24, 1811, 158, 162, 161, 165, 24969, ANGLE_MODE, 0, IDLE, 1, 1
261, 131782425,  -1,  -3,  -2,   0,   0,   0,  -2,  -5,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 753,   1,   2,   3, -210, -30, 1778, 161, 179, 158, 169, 24969, ANGLE_MODE, 0, IDLE, 1, 1
262, 131783409,  -2,  -5,  -4,   0,   0,   0,  -4, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 753,   1,   4,   5, -121, -107, 1796, 162, 198, 158, 180, 24969, ANGLE_MODE, 0, IDLE, 1, 1
263, 131784393,  -2,  -5,  -4,   0,   0,   0,  -5, -10,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 2.85, 753,   1,   3,   2, -47, -156, 1860, 164, 200, 158, 178, 24969, ANGLE_MODE, 0, IDLE, 1, 1
264, 131785377,  -1,  -2,  -3,   0,   0,   0,  -2,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,   0,   1,   2, -25, -197, 1929, 158, 175, 159, 163, 24969, ANGLE_MODE, 0, IDLE, 1, 1
265, 131786361,   0,   4,  -3,   0,   0,   0,   0,  13,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,   0,  -3,   2, -25, -197, 1929, 191, 164, 196, 158, 24969, ANGLE_MODE, 0, IDLE, 1, 1
266, 131787345,   1,   8,  -3,   0,   0,   0,   4,  26,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,  -1,  -5,   2, -29, -208, 1953, 218, 158, 233, 163, 24969, ANGLE_MODE, 0, IDLE, 1, 1
267, 131788329,   1,  10,  -2,   0,   0,   0,   4,  31,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,  -1,  -6,   1, -45, -205, 1935, 229, 158, 243, 163, 24969, ANGLE_MODE, 0, IDLE, 1, 1
268, 131789313,   2,   8,  -2,   0,   0,   0,   5,  23,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,  -1,  -5,   2, -164, -157, 1892, 211, 158, 229, 167, 24969, ANGLE_MODE, 0, IDLE, 1, 1
269, 131790297,   1,   1,  -2,   0,   0,   0,   3,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 245.1, 1.32, 753,   0,  -1,   0, -150, -102, 1811, 165, 158, 175, 162, 24969, ANGLE_MODE, 0, IDLE, 1, 1
270, 131791282,  -1,  -5,  -1,   0,   0,   0,  -1, -20,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,   1,   3,  -1, -146, -58, 1734, 160, 209, 158, 204, 24969, ANGLE_MODE, 0, IDLE, 1, 1
271, 131792264,  -2,  -9,   0,   0,   0,   0,  -5, -34,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,   1,   6,  -1, -78,  -4, 1655, 171, 252, 158, 239, 24969, ANGLE_MODE, 0, IDLE, 1, 1
272, 131793248,  -1, -10,   1,   0,   0,   0,  -4, -36,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,   1,   7,  -2, -32, -30, 1584, 170, 256, 158, 248, 24969, ANGLE_MODE, 0, IDLE, 1, 1
273, 131794232,  -1,  -7,   2,   0,   0,   0,  -3, -24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,   1,   5,  -2,  62, -36, 1527, 169, 225, 158, 222, 24969, ANGLE_MODE, 0, IDLE, 1, 1
274, 131795216,   1,  -1,   2,   0,   0,   0,   2,  -4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,  -1,   1,  -1,  91, -71, 1505, 158, 164, 159, 173, 24969, ANGLE_MODE, 0, IDLE, 1, 1
275, 131796202,   2,   3,   2,   0,   0,   0,   6,  16,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 752,  -2,  -2,  -1, 133, -143, 1532, 196, 158, 209, 177, 24969, ANGLE_MODE, 0, IDLE, 1, 1
276, 131797185,   2,   5,   1,   0,   0,   0,   6,  25,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 751,  -1,  -3,   0, 146, -210, 1546, 216, 158, 229, 174, 24969, ANGLE_MODE, 0, IDLE, 1, 1
277, 131798168,   1,   7,   0,   0,   0,   0,   2,  27,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 751,  -1,  -5,   0, 137, -206, 1589, 224, 158, 230, 165, 24969, ANGLE_MODE, 0, IDLE, 1, 1
278, 131799152,   0,   6,   0,   0,   0,   0,  -1,  22,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 751,   0,  -4,  -1, 140, -214, 1614, 213, 159, 211, 158, 24969, ANGLE_MODE, 0, IDLE, 1, 1
279, 131800136,  -1,   2,   0,   0,   0,   0,  -5,   7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 751,   1,  -1,   1, 140, -214, 1614, 187, 170, 175, 158, 24969, ANGLE_MODE, 0, IDLE, 1, 1
280, 131801134,  -1,  -1,   0,   0,   0,   0,  -5,  -7,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 751,   1,   1,   0,  94, -177, 1618, 170, 185, 158, 172, 24969, ANGLE_MODE, 0, IDLE, 1, 1
281, 131802104,  -1,  -5,  -1,   0,   0,   0,  -5, -18,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 750,   1,   3,   0, 116, -128, 1601, 169, 213, 158, 200, 24969, ANGLE_MODE, 0, IDLE, 1, 1
282, 131803088,  -1,  -7,  -1,   0,   0,   0,  -4, -24,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 750,   1,   4,   0,  96, -77, 1574, 167, 225, 158, 214, 24969, ANGLE_MODE, 0, IDLE, 1, 1
283, 131804072,   0,  -6,   0,   0,   0,   0,   0, -20,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.32, 750,   0,   4,   0, 102, -41, 1602, 158, 206, 158, 206, 24969, ANGLE_MODE, 0, IDLE, 1, 1
284, 131805056,   0,  -3,   0,   0,   0,   0,   3,  -8,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.07, 750,   0,   2,   0, 129, -33, 1646, 158, 179, 163, 183, 24969, ANGLE_MODE, 0, IDLE, 1, 1
285, 131806043,   0,   0,  -1,   0,   0,   0,   3,   4,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.07, 750,   0,   0,   1, 129,  -4, 1696, 165, 158, 171, 162, 24969, ANGLE_MODE, 0, IDLE, 1, 1
286, 131807025,   0,   5,  -1,   0,   0,   0,   2,  17,   0,   0,   0,   1,   1,  -1, 1000,   0,   0,   0,   0, 242.0, 1.07, 749,   0,  -3,   1, 124,  25, 1764, 196, 158, 201, 159, 24969, ANGLE_MODE, 0, IDLE, 1, 1
