loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 39869498,  11, -16,   8,   0,   0,   0,  35, -15,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 237.5, 0.00, 625,  -6,   4,   0, -268, -293, 1967, 158, 201, 230, 304, 32558, 0, 0, IDLE, 0, 0
 11, 39880320,  13, -17,   2,   0,   0,   0,  29, -23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,  -8,   4,   3, -391, -513, 2037, 158, 228, 232, 311, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 12, 39881305,  12, -14,  -2,   0,   0,   0,  24, -18,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,  -7,   3,   7, -323, -150, 2088, 158, 222, 230, 286, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 13, 39882287,   4, -17,  -7,   0,   0,   0,   5, -15,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,  -2,   4,  11, -169, 193, 2039, 158, 232, 190, 236, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 14, 39883271,  -5, -18, -10,   0,   0,   0, -23, -17,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,   4,   5,   8,  30, 446, 1942, 192, 277, 158, 204, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 15, 39884254, -10, -13,  -8,   0,   0,   0, -41,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,   8,   2,   2, 161, 630, 1926, 237, 288, 158, 178, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 16, 39885238,  -9,  -8,  -4,   0,   0,   0, -38,  13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,   7,  -2,  -2, 161, 630, 1926, 256, 254, 173, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 17, 39886222,  -8,  -5,  -1,   0,   0,   0, -26,  23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 625,   6,  -4,   0, 246, 515, 2045, 257, 225, 194, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 18, 39887206,  -7,   0,  -3,   0,   0,   0, -18,  32,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,   6,  -7,   4,  74, 130, 2186, 264, 211, 223, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 19, 39888189,  -1,   1,  -1,   0,   0,   0,   0,  35,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,   2,  -8,  -4, -54, -323, 2200, 228, 162, 227, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 20, 39889173,   8,  -4,   1,   0,   0,   0,  23,  20,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,  -4,  -4,   0, -292, -644, 2159, 190, 158, 247, 219, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 21, 39890157,  17, -13,  -1,   0,   0,   0,  47,  -8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624, -11,   2,   3, -343, -756, 2092, 158, 201, 282, 320, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 22, 39891141,  15, -16,  -4,   0,   0,   0,  47, -29,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,  -9,   4,   7, -452, -738, 2104, 158, 252, 283, 362, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 23, 39892123,  12, -15,  -5,   0,   0,   0,  29, -25,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,  -7,   3,   1, -365, -339, 2180, 158, 243, 245, 311, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 24, 39893108,   2, -15,  -4,   0,   0,   0,  -1, -21,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.17, 624,   0,   3,   5, -318,  93, 2242, 158, 233, 167, 227, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 25, 39894092,  -1, -12,  -6,   0,   0,   0, -16,  -8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   1,   1,   5, -242, 510, 2208, 179, 227, 158, 183, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 26, 39895075,  -6,  -4,  -5,   0,   0,   0, -32,  13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   5,  -4,   3, -101, 560, 2175, 247, 240, 185, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 27, 39896059,  -9,  -8,  -2,   0,   0,   0, -35,  17,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   7,  -2,  -3, -42, 505, 2173, 258, 246, 179, 158, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 28, 39897043,  -6, -15,  -2,   0,   0,   0, -30,  -4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   6,   3,   1, -44, 268, 2137, 225, 263, 158, 191, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 29, 39898027,  -5, -16,  -1,   0,   0,   0, -16, -16,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   5,   4,   0, -44, 268, 2137, 198, 261, 158, 219, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 30, 39899011,  -1, -14,   0,   0,   0,   0,   0, -11,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   1,   2,  -1,  -3, -177, 2095, 159, 206, 158, 206, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 31, 39899994,   6, -18,   0,   0,   0,   0,  15, -15,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -3,   5,   1,  95, -593, 2091, 158, 221, 198, 259, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
128, 39900978,  12, -17,  -1,   0,   0,   0,  35, -13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -7,   4,   1, 112, -785, 2065, 158, 218, 248, 304, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
129, 39901962,  13,  -8,  -1,   0,   0,   0,  38,   5,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -8,  -1,   1,  38, -666, 2046, 158, 167, 257, 262, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
130, 39902945,   9,  -3,  -1,   0,   0,   0,  24,  28,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -5,  -5,   0, -44, -359, 2038, 204, 158, 270, 220, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
131, 39903929,   5,  -7,  -1,   0,   0,   0,   5,  25,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -2,  -2,   0, -137, -24, 1997, 190, 158, 210, 176, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
132, 39904913,   0, -13,  -1,   0,   0,   0, -11,   1,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   1,   2,   1, -267, 308, 1912, 175, 200, 158, 180, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
133, 39905896,  -4, -11,  -1,   0,   0,   0, -22,  -4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   4,   0,   0, -348, 479, 1833, 205, 235, 158, 185, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
134, 39906881,  -6,  -8,   0,   0,   0,   0, -29,   3,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   5,  -2,  -1, -298, 439, 1885, 223, 232, 158, 167, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
135, 39907864,  -4, -11,   0,   0,   0,   0, -22,   1,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   4,   0,   0, -213, 184, 1981, 207, 226, 158, 177, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
136, 39908847,   2, -13,   0,   0,   0,   0,  -5,  -7,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,   0,   2,   0, -132, -113, 2008, 164, 201, 158, 195, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
137, 39909831,   7,  -9,  -1,   0,   0,   0,  14,  -2,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -4,  -1,   1, -11, -356, 2012, 158, 180, 199, 220, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
138, 39910816,   8,  -7,   0,   0,   0,   0,  21,   8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -4,  -2,  -1,  70, -493, 2093, 159, 158, 214, 213, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
139, 39911801,   7,  -5,   0,   0,   0,   0,  17,  13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -4,  -4,  -1,  70, -493, 2093, 173, 158, 219, 205, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
140, 39912782,   9,  -3,   1,   0,   0,   0,  15,  16,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -5,  -5,  -1,  58, -393, 2137, 184, 158, 228, 206, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
141, 39913766,  10,  -1,   1,   0,   0,   0,  15,  20,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 4.87, 624,  -6,  -6,  -1, -15, -136, 2114, 197, 158, 242, 207, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
142, 39914750,   5,  -4,   1,   0,   0,   0,   4,  14,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.75, 624,  -2,  -5,  -1, -47, 137, 1999, 180, 158, 196, 177, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
143, 39915734,  -2, -11,   1,   0,   0,   0, -17,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.75, 624,   3,   0,  -1, -93, 351, 1857, 196, 226, 158, 192, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
144, 39916719,  -6, -15,   1,   0,   0,   0, -31, -24,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 2.75, 624,   6,   3,  -2, -98, 450, 1765, 231, 303, 158, 235, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
145, 39917701,  -6, -13,   1,   0,   0,   0, -29, -24,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   5,   2,   0, -70, 369, 1813, 228, 297, 158, 232, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
146, 39918685,  -6,  -9,   2,   0,   0,   0, -21,  -8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   5,  -1,  -2,  -6, 106, 1906, 212, 242, 158, 194, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
147, 39919668,  -8,  -9,   3,   0,   0,   0, -18,   1,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   6,  -1,  -4,  65, -174, 1953, 213, 223, 158, 180, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
148, 39920652,  -6, -14,   3,   0,   0,   0, -12,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   5,   2,  -2, 117, -370, 1946, 198, 231, 158, 203, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
149, 39921638,  -1, -18,   2,   0,   0,   0,   2, -19,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   2,   5,   0, 117, -370, 1946, 162, 229, 158, 234, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
150, 39922620,   2, -17,   1,   0,   0,   0,  12, -20,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   0,   4,  -1, 110, -492, 1953, 158, 226, 182, 255, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
151, 39923603,   7, -11,   2,   0,   0,   0,  24,  -2,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -4,   0,  -2,  35, -450, 1974, 158, 179, 214, 241, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
152, 39924587,  13,  -6,   2,   0,   0,   0,  37,  17,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -8,  -3,  -1, -59, -198, 1971, 183, 158, 275, 256, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
153, 39925571,  13,  -5,   1,   0,   0,   0,  37,  23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -8,  -4,   0, -151,  89, 1916, 194, 158, 287, 255, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
154, 39926556,   6,  -9,   1,   0,   0,   0,  16,  14,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -3,  -1,  -2, -198, 298, 1844, 170, 158, 209, 202, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
155, 39927538,  -1, -14,   2,   0,   0,   0, -10,  -4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   2,   2,  -2, -197, 400, 1829, 182, 213, 158, 196, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
156, 39928522,  -3, -14,   3,   0,   0,   0, -22, -13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   3,   2,  -2, -147, 373, 1870, 211, 256, 158, 213, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
157, 39929506,  -3, -11,   2,   0,   0,   0, -22,  -5,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   3,   0,  -2, -65, 180, 1932, 208, 234, 158, 193, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
158, 39930489,  -2,  -9,   2,   0,   0,   0, -16,   3,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   2,  -1,  -2,  32, -79, 1968, 197, 204, 158, 174, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
159, 39931475,   0, -11,   2,   0,   0,   0,  -7,   3,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,   1,   0,   0,  99, -294, 1975, 174, 185, 158, 176, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
256, 39932458,   3, -12,   0,   0,   0,   0,   4,  -1,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -1,   1,   2, 108, -413, 1979, 158, 182, 171, 195, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
257, 39933440,   4,  -9,  -1,   0,   0,   0,   9,   2,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 2.75, 624,  -2,  -1,   2, 108, -413, 1979, 158, 174, 185, 196, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
258, 39934424,   6,  -6,  -1,   0,   0,   0,  12,  11,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 1.27, 624,  -3,  -3,   0,  35, -386, 2004, 166, 158, 203, 191, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
259, 39935408,   9,  -6,  -1,   0,   0,   0,  17,  13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 1.27, 624,  -5,  -3,   1, -51, -207, 2018, 169, 158, 220, 205, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
260, 39936392,   9,  -9,  -1,   0,   0,   0,  17,   4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 242.8, 1.27, 624,  -5,  -1,   1, -115,  51, 1978, 158, 170, 209, 216, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
261, 39937375,   4, -10,  -2,   0,   0,   0,   5,  -4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -2,   0,   1, -152, 266, 1906, 158, 188, 178, 202, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
262, 39938359,  -2, -10,  -1,   0,   0,   0, -12,  -5,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   2,   0,   0, -136, 378, 1862, 183, 214, 158, 185, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
263, 39939343,  -3, -11,  -1,   0,   0,   0, -21,  -5,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   0,   0, -79, 396, 1902, 202, 232, 158, 186, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
264, 39940327,  -3, -12,  -1,   0,   0,   0, -19,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   1,   1, -10, 266, 1970, 196, 233, 158, 191, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
265, 39941310,  -4, -13,  -1,   0,   0,   0, -15,  -9,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   4,   2,   1,  50,  24, 2011, 191, 235, 158, 197, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
266, 39942294,  -3, -14,  -1,   0,   0,   0, -11, -10,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   2,   1,  75, -192, 2006, 182, 230, 158, 201, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
267, 39943278,   0, -13,  -2,   0,   0,   0,  -3,  -7,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   1,   2,   3,  52, -330, 1982, 161, 203, 158, 193, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
268, 39944261,   3,  -9,  -3,   0,   0,   0,   7,   2,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -1,  -1,   4, -12, -340, 1995, 158, 178, 182, 189, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
269, 39945245,   6,  -5,  -4,   0,   0,   0,  15,  14,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -3,  -3,   3, -12, -340, 1995, 167, 158, 215, 191, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
270, 39946229,   8,  -5,  -3,   0,   0,   0,  21,  18,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -5,  -4,   1, -83, -218, 2037, 177, 158, 239, 208, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
271, 39947213,   8,  -8,  -3,   0,   0,   0,  19,  11,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -5,  -2,   2, -135, -22, 2032, 158, 158, 215, 205, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
272, 39948197,   5, -10,  -3,   0,   0,   0,   9,   0,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,  -2,   0,   3, -148, 202, 1968, 158, 184, 190, 204, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
273, 39949180,   1, -11,  -3,   0,   0,   0,  -4,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   0,   0,   2, -102, 341, 1921, 158, 196, 158, 184, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
274, 39950164,  -2, -12,  -3,   0,   0,   0, -14,  -8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   2,   1,   1, -31, 352, 1945, 182, 226, 158, 190, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
275, 39951148,  -2, -13,  -2,   0,   0,   0, -16,  -9,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   1,   1,  25, 264, 2005, 188, 234, 158, 195, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
276, 39952131,  -3, -13,  -2,   0,   0,   0, -14, -10,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   2,   2,  52,  94, 2025, 184, 233, 158, 198, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
277, 39953115,  -3, -14,  -2,   0,   0,   0, -13,  -9,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   3,   2,   2,  52,  94, 2025, 183, 231, 158, 197, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
278, 39954099,  -2, -12,  -3,   0,   0,   0,  -8,  -4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 1.27, 624,   2,   1,   3,  42, -76, 2002, 170, 207, 158, 183, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
279, 39955082,   2, -10,  -4,   0,   0,   0,   2,   4,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 0.72, 624,   0,  -1,   3,   3, -188, 1971, 158, 177, 172, 176, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
280, 39956066,   5,  -8,  -4,   0,   0,   0,  12,   9,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 0.72, 624,  -2,  -2,   2, -71, -201, 1971, 158, 163, 197, 187, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
281, 39957050,   7,  -8,  -3,   0,   0,   0,  18,  11,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.6, 0.72, 623,  -4,  -2,   2, -141, -91, 2008, 158, 159, 212, 200, 32558, ANGLE_MODE|MAG, 0, IDLE, 1, 1
