loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 42844535,   5,  -1,  18,   0,   0,   0,   0,  33,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 1.77, 621,  -3,  -7,  -8, 387, 125, 2048, 255, 158, 231, 204, 39437, 0, 0, IDLE, 0, 0
 16, 42860275,   9, -23,  -4,   0,   0,   0,   9, -58,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 1.77, 621,  -5,   8,   0, -645, 213, 1795, 158, 318, 198, 343, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 17, 42861261,   5, -17,   0,   0,   0,   0,   1, -39,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 1.77, 621,  -2,   5,  -6, -386, 541, 1951, 158, 265, 169, 276, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 18, 42862242,  -5, -18,   6,   0,   0,   0, -23, -23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 0.00, 621,   5,   5, -12,  19, 622, 2032, 224, 290, 158, 249, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 19, 42863226, -13, -24,  12,   0,   0,   0, -45, -27,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 0.00, 621,  10,   9, -14, 316, 571, 2060, 290, 362, 158, 277, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 20, 42864210, -12, -20,  12,   0,   0,   0, -44, -19,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.6, 0.00, 621,   9,   6,  -6, 441, 408, 2067, 288, 339, 158, 256, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 21, 42865193,  -6, -11,   7,   0,   0,   0, -23,   7,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   5,   0,   2, 441, 408, 2067, 224, 219, 158, 178, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 22, 42866177,  -3,  -3,   4,   0,   0,   0,  -2,  35,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   3,  -5,  -1, 262,  44, 2057, 228, 160, 212, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 23, 42867161,   6,  -1,   0,   0,   0,   0,  17,  45,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,  -3,  -7,   5, -39, -331, 2000, 242, 158, 287, 202, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 24, 42868145,  11, -12,  -4,   0,   0,   0,  38,  21,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,  -7,   1,   7, -404, -357, 1826, 166, 158, 267, 244, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 25, 42869129,  10, -24,  -9,   0,   0,   0,  35, -26,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,  -6,   9,  11, -665, -293, 1747, 158, 269, 259, 338, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 26, 42870113,  -2, -29, -10,   0,   0,   0,   6, -49,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   2,  12,   7, -655, -59, 1747, 158, 324, 186, 313, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 27, 42871096,  -3, -25,  -9,   0,   0,   0, -13, -38,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   3,   9,   4, -417, 260, 1872, 171, 307, 158, 260, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 28, 42872080,  -6, -25,  -8,   0,   0,   0, -23, -26,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   5,   9,   5, -115, 513, 1998, 198, 310, 158, 239, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 29, 42873064,  -4, -24,  -6,   0,   0,   0, -16, -13,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   4,   8,  -1, 218, 549, 1993, 186, 267, 158, 218, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 30, 42874047,  -2, -16,  -2,   0,   0,   0, -10,   6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   3,   3,   0, 346, 461, 1962, 176, 198, 158, 171, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 31, 42875031,  -1,  -4,  -2,   0,   0,   0,   0,  40,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   2,  -5,   1, 260, 266, 1949, 228, 164, 230, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
128, 42876015,   1,   3,  -1,   0,   0,   0,   5,  61,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   0,  -9,   0, -33,  40, 1965, 277, 158, 292, 169, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
129, 42876997,   8,   7,  -2,   0,   0,   0,  19,  67,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,  -5, -12,   3, -33,  40, 1965, 294, 158, 349, 206, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
130, 42877982,  18,  10,  -4,   0,   0,   0,  41,  63,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621, -11, -14,   5, -412, -101, 1949, 289, 158, 407, 261, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
131, 42878966,  18,   2,  -6,   0,   0,   0,  45,  37,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621, -12,  -8,   5, -691, -176, 1886, 221, 158, 352, 268, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
132, 42879949,  10, -15,  -7,   0,   0,   0,  24, -16,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,  -6,   3,   7, -750, -189, 1870, 158, 232, 235, 281, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
133, 42880933,  -2, -26,  -9,   0,   0,   0, -14, -64,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   2,  10,   8, -586, -17, 1910, 169, 357, 158, 311, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
134, 42881917,  -9, -25, -10,   0,   0,   0, -41, -67,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 0.00, 621,   7,   9,   7, -235, 203, 1930, 234, 426, 158, 312, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
135, 42882901, -11, -23, -10,   0,   0,   0, -48, -47,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 2.17, 621,   9,   8,   8, 142, 334, 1935, 250, 403, 158, 271, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
136, 42883885,  -6, -25, -13,   0,   0,   0, -33, -34,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 231.8, 2.17, 621,   5,   9,  11, 333, 339, 1954, 208, 343, 158, 245, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
137, 42884868,  -3, -20, -14,   0,   0,   0, -13, -17,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   3,   6,   9, 303, 232, 1988, 162, 259, 158, 202, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
138, 42885852,  -3,  -7, -13,   0,   0,   0,  -3,  18,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   3,  -2,   7, 128, 113, 2031, 191, 194, 203, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
139, 42886836,  -2,   1, -12,   0,   0,   0,   3,  50,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   2,  -8,   8, -128,  -1, 2029, 252, 178, 277, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
140, 42887819,   2,  -2, -13,   0,   0,   0,  10,  49,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   0,  -6,  10, -128,  -1, 2029, 225, 160, 271, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
141, 42888803,   5,  -6, -13,   0,   0,   0,  18,  28,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -2,  -4,   9, -384, -73, 1968, 175, 158, 244, 175, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
142, 42889787,   9,  -5, -11,   0,   0,   0,  26,  15,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -5,  -4,   4, -502, -86, 1931, 158, 161, 245, 206, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
143, 42890771,  12,  -7,  -8,   0,   0,   0,  30,   5,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -7,  -3,   3, -395,   3, 1998, 158, 177, 252, 241, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
144, 42891755,  11, -10,  -8,   0,   0,   0,  25,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -7,  -1,   6, -162,  73, 2044, 158, 203, 241, 257, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
145, 42892738,  10,  -8,  -9,   0,   0,   0,  16,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -6,  -2,   8,  59, 110, 2017, 158, 201, 224, 232, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
146, 42893722,  11,  -6,  -9,   0,   0,   0,  12,   3,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -7,  -3,   5, 258, 126, 1984, 158, 181, 218, 207, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
147, 42894706,   6, -14,  -7,   0,   0,   0,   1, -10,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,  -3,   2,   2, 356, 100, 2029, 158, 216, 184, 215, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
148, 42895689,  -3, -18,  -5,   0,   0,   0, -22, -30,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   3,   5,   1, 263,  47, 2055, 197, 297, 158, 240, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
149, 42896675,  -7,  -8,  -3,   0,   0,   0, -37, -11,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   6,  -2,   0,  92, -45, 2008, 236, 276, 158, 188, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
150, 42897657,  -8,   1,  -2,   0,   0,   0, -36,  23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   7,  -8,   1, -53, -180, 1982, 287, 245, 207, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
151, 42898641,  -8,  -5,  -1,   0,   0,   0, -30,  23,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   7,  -4,   0, -166, -235, 1945, 266, 234, 195, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
152, 42899624,  -6, -16,  -1,   0,   0,   0, -19,  -8,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   5,   3,   0, -260, -196, 1927, 204, 250, 158, 200, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
153, 42900608,  -3, -25,   1,   0,   0,   0,  -4, -39,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   3,  10,  -3, -260, -196, 1927, 172, 292, 158, 280, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
154, 42901593,  -1, -32,   2,   0,   0,   0,   6, -59,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 2.17, 621,   2,  14,  -3, -201, -133, 1962, 158, 326, 164, 341, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
155, 42902575,   0, -33,   2,   0,   0,   0,  11, -59,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 1.65, 621,   1,  15,  -1, -70, -53, 2028, 158, 329, 175, 354, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
156, 42903559,   1, -26,   1,   0,   0,   0,  12, -35,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 1.65, 621,   0,  10,   0,  72,  15, 2053, 158, 271, 180, 298, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
157, 42904542,   2, -14,   1,   0,   0,   0,  11,   7,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 241.3, 1.65, 621,   0,   2,  -1, 112,  44, 2023, 158, 169, 179, 195, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
158, 42905527,   5,  -7,   2,   0,   0,   0,  15,  40,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621,  -3,  -3,  -2,  68,  28, 1990, 224, 158, 259, 199, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
159, 42906510,  10,  -5,   2,   0,   0,   0,  24,  48,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621,  -6,  -4,  -2, -78, -50, 1973, 243, 158, 304, 227, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
256, 42907494,  13,   1,   2,   0,   0,   0,  30,  52,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621,  -8,  -8,  -2, -305, -173, 1967, 263, 158, 341, 245, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
257, 42908478,  13,   9,   3,   0,   0,   0,  27,  64,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621,  -8, -14,  -3, -476, -277, 1964, 302, 158, 372, 240, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
258, 42909462,  14,  12,   4,   0,   0,   0,  21,  65,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621,  -9, -15,  -3, -534, -307, 2002, 310, 158, 368, 231, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
259, 42910445,  17,   8,   4,   0,   0,   0,  21,  46,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621, -11, -13,  -3, -534, -307, 2002, 267, 158, 333, 238, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
260, 42911431,  20,   2,   5,   0,   0,   0,  23,  17,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621, -12,  -9,  -5, -435, -303, 2065, 203, 158, 275, 249, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
261, 42912413,  18,  -1,   7,   0,   0,   0,  18,  -6,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 243.4, 1.65, 621, -11,  -7,  -6, -230, -276, 2099, 158, 158, 214, 239, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
262, 42913397,  16,  -3,   7,   0,   0,   0,   7, -16,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,  -9,  -5,  -5,  -7, -206, 2091, 158, 181, 187, 236, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
263, 42914380,  12,  -7,   6,   0,   0,   0,  -5, -25,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,  -7,  -2,  -3, 179, -106, 2062, 158, 206, 161, 233, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
264, 42915364,   8,  -8,   5,   0,   0,   0, -17, -28,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,  -4,  -2,  -3, 232, -56, 2033, 187, 245, 158, 237, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
265, 42916350,   3,  -6,   5,   0,   0,   0, -28, -20,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,  -1,  -3,  -3, 157, -70, 1989, 215, 254, 158, 216, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
266, 42917331,   1,  -4,   4,   0,   0,   0, -32,  -8,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,   1,  -4,  -3, -29, -107, 1926, 225, 238, 158, 188, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
267, 42918315,  -1,  -1,   4,   0,   0,   0, -31,   4,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,   2,  -6,  -2, -268, -176, 1839, 226, 214, 158, 160, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
268, 42919300,  -5,   1,   4,   0,   0,   0, -33,  13,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,   5,  -8,  -3, -413, -245, 1784, 256, 222, 177, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
269, 42920282,  -7,   0,   4,   0,   0,   0, -32,  13,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,   6,  -7,  -2, -409, -249, 1822, 257, 224, 177, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
270, 42921268,  -5,  -5,   4,   0,   0,   0, -23,   0,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 1.65, 621,   5,  -4,  -3, -284, -178, 1915, 218, 222, 158, 176, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
271, 42922250,  -3, -13,   4,   0,   0,   0, -11, -22,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 0.62, 621,   4,   1,  -4, -284, -178, 1915, 192, 249, 158, 231, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
272, 42923234,  -4, -20,   5,   0,   0,   0,  -6, -42,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 0.62, 621,   4,   6,  -4, -84, -85, 1971, 185, 292, 158, 283, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
273, 42924217,  -7, -24,   5,   0,   0,   0,  -9, -51,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 243.4, 0.62, 621,   6,   9,  -4, 119,  10, 1973, 197, 329, 158, 309, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
274, 42925201,  -8, -25,   5,   0,   0,   0, -11, -47,   0,   0,   0,   1,   1,  -1, 1000,   2,  -7,   0,   0, 239.5, 0.62, 621,   7,   9,  -3, 253, 123, 1976, 203, 329, 158, 304, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
275, 42926187,  -9, -22,   5,   0,   0,   0, -11, -32,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   7,   7,  -2, 260, 198, 1990, 204, 297, 158, 268, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
276, 42927168, -10, -15,   4,   0,   0,   0, -12,  -7,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   8,   3,  -2, 116, 206, 2016, 206, 241, 158, 208, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
277, 42928154, -10, -10,   3,   0,   0,   0,  -9,  16,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   8,   0,  -2, -92, 154, 2027, 204, 188, 162, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
278, 42929136,  -8,  -9,   3,   0,   0,   0,  -3,  24,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   7,  -1,  -1, -266,  46, 2000, 207, 174, 181, 158, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
279, 42930120,  -5,  -9,   2,   0,   0,   0,   5,  22,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   5,  -1,   0, -372, -56, 1960, 185, 158, 181, 161, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
280, 42931105,  -1, -10,   1,   0,   0,   0,  15,  15,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,   2,   0,  -1, -349, -86, 1978, 170, 158, 193, 187, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
281, 42932087,   3, -13,   2,   0,   0,   0,  23,   3,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,  -1,   2,  -2, -208, -41, 2040, 158, 174, 204, 226, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
282, 42933071,   6, -18,   2,   0,   0,   0,  29, -12,   0,   0,   0,   1,   1,  -1, 1000,   1,  -7,   0,   0, 239.5, 0.62, 621,  -3,   5,  -1,  -5,  41, 2074, 158, 211, 220, 280, 39480, ANGLE_MODE|MAG, 0, IDLE, 1, 1
