loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 48285614,  13,  -6,  -6,   0,   0,   0,  23,  26,   0,   0,  -5,   1,   1, -20, 1000,   2,  -6,  -4,   0, 245.8, 2.97, 620,  -7,  -3,  16, 559, -456, 2037, 174, 158, 264, 205, 54979, 0, 0, IDLE, 0, 0
 23, 48308240,   9,  11,  -2,   0,   0,   0,  15,  82,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -4,   0, 236.3, 0.00, 620,  -4, -14,   7, 632, -832, 2007, 330, 158, 379, 199, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 24, 48309224,   9,   5,  -9,   0,   0,   0,  10,  56,   0,   0,  -1,   1,   1, -28, 1000,   2,  -6,  -4,   0, 236.3, 0.00, 620,  -4, -10,   8, 208, -492, 1919, 253, 158, 308, 175, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 25, 48310208,   8,   1, -15,   0,   0,   0,   5,  25,   0,   0,  -2,   1,   1, -28, 1000,   2,  -6,  -5,   0, 236.3, 0.00, 620,  -3,  -7,  10, -105, -29, 1830, 182, 166, 239, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 26, 48311192,   1, -13, -12,   0,   0,   0,  -8, -18,   0,   0,  -3,   1,   1, -28, 1000,   3,  -6,  -5,   0, 236.3, 0.00, 620,   2,   3,  -3, -294, 247, 1792, 158, 245, 174, 204, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 27, 48312177,  -3, -26,  -6,   0,   0,   0, -21, -62,   0,   0,  -4,   1,   1, -28, 1000,   3,  -6,  -5,   0, 236.3, 0.00, 620,   4,  11,  -6, -251, 525, 1732, 184, 371, 158, 306, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 28, 48313159,  -7, -35,  -4,   0,   0,   0, -33, -89,   0,   0,  -4,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 0.00, 620,   7,  17,  -5, -251, 525, 1732, 219, 468, 158, 376, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 29, 48314143,  -7, -29,  -1,   0,   0,   0, -28, -70,   0,   0,  -5,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 0.00, 620,   7,  13,  -8, -24, 653, 1756, 214, 411, 158, 335, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 30, 48315127,   2, -21,   3,   0,   0,   0,  -7, -31,   0,   0,  -5,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 0.00, 620,   1,   7, -12, 299, 483, 1908, 163, 264, 158, 251, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 31, 48316110,   4, -11,   6,   0,   0,   0,   9,  11,   0,   0,  -5,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 0.00, 620,  -1,   1, -12, 472,  72, 2042, 159, 158, 181, 183, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
128, 48317096,   3,   2,   6,   0,   0,   0,  13,  53,   0,   0,  -5,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 2.15, 620,   0,  -8, -10, 519, -300, 2108, 265, 158, 293, 191, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
129, 48318078,   5,  11,   5,   0,   0,   0,  13,  79,   0,   0,  -5,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 2.15, 620,  -1, -14,  -7, 381, -429, 2128, 327, 158, 360, 191, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
130, 48319061,   8,  11,   1,   0,   0,   0,  16,  77,   0,   0,  -4,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 2.15, 620,  -4, -14,  -2,  95, -410, 2093, 317, 158, 370, 197, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
131, 48320045,   8,   2,  -2,   0,   0,   0,  17,  42,   0,   0,  -3,   1,   1, -28, 1000,   2,  -6,  -6,   0, 236.3, 2.15, 620,  -3,  -7,  -2, -201, -308, 1971, 229, 158, 286, 194, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
132, 48321029,   3, -10,  -3,   0,   0,   0,   5,  -7,   0,   0,  -2,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   0,   1,  -4, -380, -56, 1831, 158, 200, 185, 206, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
133, 48322013,   1, -23,  -2,   0,   0,   0,  -6, -51,   0,   0,  -1,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   1,   9,  -6, -352, 297, 1783, 160, 306, 158, 291, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
134, 48322996,  -1, -34,   0,   0,   0,   0, -12, -83,   0,   0,  -1,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   3,  16,  -8, -184, 514, 1858, 181, 403, 158, 378, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
135, 48323982,  -4, -32,   1,   0,   0,   0, -19, -79,   0,   0,  -1,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   5,  15,  -6, -184, 514, 1858, 201, 410, 158, 367, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
136, 48324964,  -3, -19,  -1,   0,   0,   0, -17, -34,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   4,   6,  -4,  26, 574, 1983, 194, 296, 158, 256, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
137, 48325948,   2,  -7,  -1,   0,   0,   0,  -3,  19,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   0,  -2,  -4, 219, 474, 2093, 181, 163, 183, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
138, 48326934,   4,   1,  -2,   0,   0,   0,  10,  51,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -1,  -7,  -5, 255, 241, 2176, 252, 158, 282, 182, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
139, 48327915,   1,   7,  -3,   0,   0,   0,   5,  67,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   1, -11,  -2,  94, -130, 2194, 292, 158, 309, 165, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
140, 48328899,   1,  10,  -6,   0,   0,   0,   1,  68,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   1, -13,   2, -227, -338, 2147, 302, 165, 316, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
141, 48329883,   7,   8,  -8,   0,   0,   0,   9,  53,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -3, -12,   2, -593, -375, 2070, 257, 158, 302, 172, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
142, 48330867,  13,  -4,  -9,   0,   0,   0,  24,  14,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -7,  -3,   0, -776, -248, 2005, 160, 158, 245, 211, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
143, 48331850,  13, -18,  -8,   0,   0,   0,  27, -38,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -7,   6,   0, -727, -23, 1957, 158, 280, 248, 338, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
144, 48332834,   8, -25,  -9,   0,   0,   0,  13, -68,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -3,  10,   1, -455, 268, 1926, 158, 350, 214, 373, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
145, 48333818,   4, -23, -10,   0,   0,   0,  -3, -60,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,  -1,   9,   2,  -9, 522, 1907, 158, 333, 178, 317, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
146, 48334802,   2, -18, -10,   0,   0,   0, -12, -35,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   0,   6,   2, 372, 674, 1888, 158, 278, 160, 240, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
147, 48335785,  -2, -19, -10,   0,   0,   0, -21, -17,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   4,   6,  -1, 372, 674, 1888, 184, 269, 158, 206, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
148, 48336769,  -7, -24,  -8,   0,   0,   0, -29, -20,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 2.15, 620,   7,   9,  -1, 492, 588, 1880, 211, 309, 158, 226, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
149, 48337753,  -5, -20,  -8,   0,   0,   0, -25, -16,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 0.72, 620,   5,   7,   0, 343, 400, 1890, 199, 284, 158, 212, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
150, 48338737,  -4,  -6,  -7,   0,   0,   0, -15,  18,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 0.72, 620,   5,  -2,  -2,  46, 137, 1900, 216, 207, 195, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
151, 48339720,  -4,   6,  -8,   0,   0,   0,  -9,  58,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 238.9, 0.72, 620,   5, -10,   3, -280, -154, 1881, 304, 199, 295, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
152, 48340704,  -1,   5, -12,   0,   0,   0,  -1,  65,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,   2, -10,   7, -533, -280, 1876, 291, 183, 312, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
153, 48341688,   4,  -6, -14,   0,   0,   0,  12,  32,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -1,  -3,   5, -563, -255, 1944, 181, 158, 239, 162, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
154, 48342672,   9, -16, -14,   0,   0,   0,  24, -11,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -4,   4,   4, -365, -89, 2036, 158, 236, 245, 270, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
155, 48343655,  11, -22, -14,   0,   0,   0,  30, -40,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -6,   8,   4,  26, 168, 2091, 158, 301, 263, 352, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
156, 48344639,  11, -19, -15,   0,   0,   0,  27, -39,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -6,   6,   5, 376, 379, 2068, 158, 296, 259, 340, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
157, 48345623,   8, -13, -14,   0,   0,   0,  15, -15,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -4,   2,   2, 628, 504, 1998, 158, 237, 228, 254, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
158, 48346607,   5, -11, -12,   0,   0,   0,   2,   3,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -2,   1,   0, 692, 514, 1962, 158, 196, 194, 187, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
159, 48347589,   4, -14, -11,   0,   0,   0,  -6,   2,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -1,   3,   1, 692, 514, 1962, 158, 201, 173, 175, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
256, 48348574,   1,  -8, -12,   0,   0,   0, -13,   8,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,   1,  -1,   3, 498, 363, 1987, 180, 202, 180, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
257, 48349558,  -2,   6, -13,   0,   0,   0, -19,  39,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,   3, -10,   4, 134, 127, 1987, 283, 223, 266, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
258, 48350542,  -1,  11, -13,   0,   0,   0, -18,  61,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,   3, -14,   4, -172, -124, 1964, 329, 219, 319, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
259, 48351525,   2,   2, -14,   0,   0,   0,  -8,  40,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,   1,  -8,   5, -329, -296, 1955, 249, 196, 265, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
260, 48352509,   4,  -9, -15,   0,   0,   0,   3,  -2,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -1,   0,   5, -353, -332, 1980, 158, 208, 201, 194, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
261, 48353493,   7, -19, -14,   0,   0,   0,  11, -37,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -3,   6,   1, -147, -234, 2025, 158, 290, 217, 297, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
262, 48354477,  10, -28, -12,   0,   0,   0,  17, -63,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -5,  12,   2, 186, -15, 2078, 158, 351, 231, 379, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
263, 48355460,  11, -32, -13,   0,   0,   0,  19, -71,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -5,  15,   4, 480, 188, 2080, 158, 376, 238, 409, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
264, 48356444,   7, -25, -13,   0,   0,   0,  11, -50,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.72, 620,  -3,  10,   4, 651, 318, 2029, 158, 325, 216, 333, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
265, 48357428,   2, -14, -13,   0,   0,   0,  -5,  -7,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.75, 620,   0,   3,   2, 635, 378, 1998, 158, 222, 178, 193, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
266, 48358412,   1,  -7, -12,   0,   0,   0, -13,  28,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.75, 620,   1,  -2,   3, 635, 378, 1998, 220, 204, 221, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
267, 48359396,  -1,   1, -13,   0,   0,   0, -16,  49,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 242.3, 0.75, 620,   3,  -7,   4, 367, 330, 1977, 284, 215, 277, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
268, 48360379,  -4,   8, -13,   0,   0,   0, -21,  65,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   5, -12,   3, -68, 133, 1941, 343, 231, 321, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
269, 48361363,  -4,   5, -13,   0,   0,   0, -20,  57,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   4, -10,   2, -439, -142, 1915, 320, 226, 300, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
270, 48362346,   1,  -3, -13,   0,   0,   0,  -6,  25,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   1,  -4,   4, -607, -344, 1929, 208, 192, 224, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
271, 48363330,   5,  -9, -13,   0,   0,   0,   9,  -8,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -1,   0,   4, -585, -440, 1972, 158, 215, 210, 216, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
272, 48364314,   8, -15, -13,   0,   0,   0,  17, -28,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -3,   3,   1, -366, -432, 2027, 158, 263, 229, 286, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
273, 48365298,  12, -22, -11,   0,   0,   0,  25, -46,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -7,   8,   1, -27, -270, 2077, 158, 308, 251, 357, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
274, 48366282,  15, -23, -11,   0,   0,   0,  31, -50,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -8,   9,   2, 280, -51, 2088, 158, 319, 267, 385, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
275, 48367268,  12, -17, -11,   0,   0,   0,  23, -30,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -6,   5,   1, 441, 132, 2046, 158, 266, 244, 310, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
276, 48368249,   7,  -9, -10,   0,   0,   0,   4,   4,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,  -3,  -1,   1, 403, 277, 2010, 158, 187, 199, 188, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
277, 48369233,   3,  -4, -11,   0,   0,   0, -10,  26,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   0,  -4,   2, 137, 305, 1973, 214, 191, 221, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
278, 48370217,  -1,   3, -12,   0,   0,   0, -21,  42,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   3,  -8,   4, -265, 175, 1909, 283, 221, 265, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
279, 48371201,  -6,   8, -13,   0,   0,   0, -31,  52,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   6, -11,   3, -265, 175, 1909, 341, 253, 294, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
280, 48372186,  -8,   3, -13,   0,   0,   0, -35,  40,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   7,  -9,   3, -556, -69, 1869, 320, 262, 263, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
281, 48373168,  -4,  -6, -13,   0,   0,   0, -23,   7,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   5,  -3,   3, -637, -279, 1914, 211, 232, 185, 158, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
282, 48374152,   1, -14, -13,   0,   0,   0,  -4, -25,   0,   0,   0,   1,   1, -28, 1000,   2,  -6,  -6,   0, 245.0, 0.75, 620,   1,   3,   2, -525, -399, 1995, 158, 257, 177, 228, 55059, ANGLE_MODE|MAG, 0, IDLE, 1, 1
