loopIteration, time (us), axisP[0], axisP[1], axisP[2], axisI[0], axisI[1], axisI[2], axisD[0], axisD[1], axisF[0], axisF[1], axisF[2], rcCommand[0], rcCommand[1], rcCommand[2], rcCommand[3], setpoint[0], setpoint[1], setpoint[2], setpoint[3], vbatLatest (V), amperageLatest (A), rssi, gyroADC[0], gyroADC[1], gyroADC[2], accSmooth[0], accSmooth[1], accSmooth[2], motor[0], motor[1], motor[2], motor[3], energyCumulative (mAh), flightModeFlags (flags), stateFlags (flags), failsafePhase (flags), rxSignalReceived, rxFlightChannelsValid
  0, 46717518,  -2,   5,   9,   0,   0,   0,  -4,  53,   0,   0,   0,   1,   1,  34, 1000,   2,  -7,   8,   0, 242.8, 3.52, 620,   3, -10,   2, 944, -347, 2161, 284, 158, 255, 163, 47836, 0, 0, IDLE, 0, 0
 24, 46741127,  10,   1,  13,   0,   0,   0,  31,  45,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -6,  -7,  -4, -725, -534, 1815, 268, 158, 322, 259, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 25, 46742112,  10, -19,  14,   0,   0,   0,  26, -30,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -5,   6,  -3, -1252, -168, 1693, 158, 224, 199, 318, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 26, 46743095,   7, -31,  11,   0,   0,   0,  15, -82,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -3,  14,   4, -1107, 204, 1813, 158, 351, 180, 413, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 27, 46744079,  -1, -37,  10,   0,   0,   0,  -7, -99,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,   2,  17,  -1, -614, 462, 1971, 191, 429, 158, 434, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 28, 46745063,  -8, -36,  10,   0,   0,   0, -29, -85,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,   7,  17,   0,  37, 569, 2132, 248, 458, 158, 405, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 29, 46746046,  -8, -29,  10,   0,   0,   0, -35, -49,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,   7,  12,   0,  37, 569, 2132, 258, 386, 158, 324, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 30, 46747030,  -3, -15,   9,   0,   0,   0, -19,   3,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,   3,   3,   2, 677, 415, 2264, 216, 221, 158, 197, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
 31, 46748014,   1,   1,   8,   0,   0,   0,  -1,  58,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,   1,  -8,   4, 980, 121, 2366, 285, 158, 269, 171, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
128, 46748997,   5,  17,   6,   0,   0,   0,  13, 104,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -2, -19,   5, 815, -165, 2365, 396, 158, 420, 203, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
129, 46749981,  11,  28,   5,   0,   0,   0,  26, 127,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -6, -26,   3, 266, -359, 2261, 460, 158, 520, 237, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
130, 46750965,  15,  23,   6,   0,   0,   0,  36, 108,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620,  -9, -23,   0, -356, -435, 2039, 417, 158, 502, 267, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
131, 46751948,  17,   1,   9,   0,   0,   0,  40,  33,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 4.95, 620, -11,  -8,  -2, -779, -355, 1808, 239, 158, 331, 285, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
132, 46752932,  12, -25,  10,   0,   0,   0,  24, -63,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 2.65, 620,  -7,  10,  -1, -884, -140, 1681, 158, 304, 208, 393, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
133, 46753916,   6, -37,   9,   0,   0,   0,  -1, -122,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 230.3, 2.65, 620,  -2,  18,   3, -641, 172, 1709, 166, 449, 158, 476, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
134, 46754900,   0, -34,   7,   0,   0,   0, -19, -114,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,   1,  16,   3, -95, 355, 1837, 207, 473, 158, 451, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
135, 46755883,  -7, -29,   7,   0,   0,   0, -38, -73,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,   7,  12,   3, 503, 383, 1988, 256, 436, 158, 364, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
136, 46756867, -10, -27,   4,   0,   0,   0, -45, -39,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,   8,  10,   8, 864, 312, 2063, 270, 385, 158, 289, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
137, 46757851,  -7, -16,   1,   0,   0,   0, -34,  -1,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,   6,   3,  11, 864, 312, 2063, 236, 268, 158, 192, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
138, 46758835,  -1,   3,  -3,   0,   0,   0, -12,  56,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,   2, -10,  12, 873,  91, 2066, 293, 187, 275, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
139, 46759820,   3,  14,  -3,   0,   0,   0,   8,  97,   0,   0,   0,   1,   1,  32, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,  -1, -16,   9, 598, -155, 2015, 360, 158, 387, 172, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
140, 46760802,   5,   7,  -2,   0,   0,   0,  17,  80,   0,   0,   0,   1,   1,  24, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,  -2, -11,   6, 102, -297, 1888, 318, 158, 363, 195, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
141, 46761786,   7,  -5,  -1,   0,   0,   0,  21,  29,   0,   0,  -1,   1,   1,  24, 1000,   2,  -7,   7,   0, 241.7, 2.65, 620,  -4,  -4,   7, -411, -265, 1749, 200, 158, 257, 207, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
142, 46762770,   9, -15,   0,   0,   0,   0,  23, -17,   0,   0,  -2,   1,   1,  24, 1000,   2,  -7,   6,   0, 241.7, 2.65, 620,  -5,   3,   4, -549, -83, 1789, 158, 223, 223, 279, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
143, 46763753,   8, -27,   4,   0,   0,   0,  18, -56,   0,   0,  -3,   1,   1,  24, 1000,   2,  -7,   6,   0, 241.7, 2.65, 620,  -4,  11,  -1, -298, 159, 1933, 158, 315, 206, 364, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
144, 46764739,   6, -39,   6,   0,   0,   0,   8, -87,   0,   0,  -4,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,  -2,  18,   1, 125, 429, 2014, 158, 393, 181, 422, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
145, 46765721,   4, -36,   5,   0,   0,   0,   0, -81,   0,   0,  -5,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,  -1,  16,   2, 125, 429, 2014, 158, 377, 163, 384, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
146, 46766705,  -2, -23,   4,   0,   0,   0, -14, -34,   0,   0,  -5,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   3,   8,   4, 536, 532, 2044, 185, 296, 158, 264, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
147, 46767689,  -9, -22,   2,   0,   0,   0, -30,  -2,   0,   0,  -6,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   8,   7,   5, 819, 469, 2117, 225, 278, 158, 198, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
148, 46768672, -10, -23,   0,   0,   0,   0, -35,   1,   0,   0,  -6,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   9,   8,   9, 747, 323, 2201, 233, 286, 158, 188, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
149, 46769659,  -7,  -2,  -3,   0,   0,   0, -25,  41,   0,   0,  -6,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   6,  -6,  10, 310, 100, 2201, 293, 236, 250, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
150, 46770640,  -3,  28,  -5,   0,   0,   0,  -8, 120,   0,   0,  -6,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   4, -26,  10, -217, -176, 2091, 458, 200, 457, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
151, 46771623,   1,  31,  -7,   0,   0,   0,   7, 147,   0,   0,  -5,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.65, 620,   1, -28,  11, -649, -362, 1898, 481, 165, 518, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
152, 46772607,   7,   9,  -8,   0,   0,   0,  22,  83,   0,   0,  -4,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.97, 620,  -3, -13,  11, -950, -368, 1789, 309, 158, 387, 191, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
153, 46773591,  14, -16,  -6,   0,   0,   0,  37, -21,   0,   0,  -3,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.97, 620,  -8,   4,   5, -899, -146, 1877, 158, 244, 269, 323, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
154, 46774577,  19, -29,  -3,   0,   0,   0,  48, -89,   0,   0,  -2,   1,   1,  24, 1000,   2,  -7,   5,   0, 241.7, 2.97, 620, -12,  12,   4, -438, 173, 2030, 158, 391, 293, 508, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
155, 46775558,  17, -34,  -1,   0,   0,   0,  41, -106,   0,   0,  -1,   1,   1,  23, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620, -10,  15,   3, 164, 405, 2134, 158, 428, 272, 534, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
156, 46776542,   9, -30,   1,   0,   0,   0,  15, -85,   0,   0,  -1,   1,   1,  23, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620,  -5,  12,   3, 666, 536, 2133, 158, 375, 203, 420, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
157, 46777526,   2, -17,   3,   0,   0,   0, -12, -32,   0,   0,   0,   1,   1,  23, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620,   0,   4,   1, 666, 536, 2133, 182, 272, 158, 256, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
158, 46778510,  -2, -10,   2,   0,   0,   0, -28,  14,   0,   0,   0,   1,   1,  23, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620,   3,  -1,   5, 860, 532, 2155, 222, 211, 162, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
159, 46779495,  -7, -11,   0,   0,   0,   0, -36,  25,   0,   0,   0,   1,   1,  23, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620,   6,   0,   6, 664, 355, 2229, 267, 239, 185, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
256, 46780477, -11,  -5,   0,   0,   0,   0, -43,  32,   0,   0,   0,   1,   1,  15, 1000,   2,  -7,   5,   0, 239.0, 2.97, 620,   9,  -4,   5, 142,  21, 2187, 311, 260, 210, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
257, 46781461,  -8,   5,  -1,   0,   0,   0, -34,  53,   0,   0,  -2,   1,   1,  15, 1000,   2,  -7,   4,   0, 239.0, 2.97, 620,   7, -11,   6, -481, -277, 1974, 348, 244, 274, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
258, 46782445,  -2,   6,  -2,   0,   0,   0, -11,  58,   0,   0,  -5,   1,   1,  15, 1000,   2,  -7,   4,   0, 239.0, 2.97, 620,   3, -12,   6, -864, -421, 1782, 305, 196, 292, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
259, 46783428,  -1,  -1,  -1,   0,   0,   0,   4,  34,   0,   0,  -8,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,   2,  -7,   3, -952, -501, 1810, 215, 170, 239, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
260, 46784412,   4, -10,   1,   0,   0,   0,  14,  -3,   0,   0, -10,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,  -1,  -1,   0, -685, -438, 2004, 158, 201, 210, 217, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
261, 46785396,  13, -23,   3,   0,   0,   0,  32, -44,   0,   0, -12,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,  -7,   8,   0, -173, -115, 2194, 158, 302, 261, 369, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
262, 46786380,  17, -32,   4,   0,   0,   0,  45, -73,   0,   0, -13,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620, -10,  14,  -1, 422, 197, 2302, 158, 374, 293, 473, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
263, 46787363,  11, -32,   6,   0,   0,   0,  32, -72,   0,   0, -14,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,  -6,  14,  -4, 422, 197, 2302, 158, 370, 255, 437, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
264, 46788347,   5, -21,   8,   0,   0,   0,   6, -37,   0,   0, -14,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,  -2,   7,  -4, 797, 337, 2338, 158, 280, 189, 288, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
265, 46789331,   2,  -8,   7,   0,   0,   0, -11,  13,   0,   0, -14,   1,   1,  15, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,   0,  -2,   0, 818, 364, 2318, 184, 190, 180, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
266, 46790314,  -2,   3,   4,   0,   0,   0, -22,  55,   0,   0, -14,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,   3,  -9,   4, 423, 261, 2239, 313, 223, 289, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
267, 46791298,  -7,  11,   2,   0,   0,   0, -31,  78,   0,   0, -13,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,   6, -14,   3, -160, -19, 2090, 395, 251, 347, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
268, 46792282,  -5,  11,   1,   0,   0,   0, -28,  74,   0,   0, -10,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 2.97, 620,   5, -15,   2, -702, -359, 1878, 382, 240, 336, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
269, 46793266,   3,   4,   1,   0,   0,   0,  -7,  44,   0,   0,  -8,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 1.62, 620,   0, -10,   1, -1039, -612, 1697, 256, 178, 260, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
270, 46794249,   6,  -4,   2,   0,   0,   0,  13,   5,   0,   0,  -5,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 1.62, 620,  -3,  -5,   0, -1030, -660, 1764, 158, 163, 200, 191, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
271, 46795232,   6, -12,   4,   0,   0,   0,  16, -25,   0,   0,  -3,   1,   1,  14, 1000,   2,  -7,   3,   0, 239.0, 1.62, 620,  -3,   1,  -3, -630, -532, 2015, 158, 228, 198, 270, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
272, 46796217,  10, -22,   6,   0,   0,   0,  20, -54,   0,   0,  -2,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -5,   7,  -4, -15, -245, 2245, 158, 294, 206, 359, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
273, 46797201,  15, -30,   7,   0,   0,   0,  29, -72,   0,   0,  -1,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -9,  12,  -4, 543,  88, 2336, 158, 339, 230, 434, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
274, 46798185,  12, -30,   8,   0,   0,   0,  24, -69,   0,   0,  -1,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -7,  12,  -3, 884, 345, 2335, 158, 331, 213, 413, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
275, 46799168,   4, -21,   8,   0,   0,   0,   0, -37,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -1,   7,  -2, 876, 478, 2329, 163, 259, 158, 282, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
276, 46800150,   0,  -8,   7,   0,   0,   0, -19,  11,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,   2,  -2,  -2, 876, 478, 2329, 207, 188, 158, 165, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
277, 46801136,  -2,   6,   6,   0,   0,   0, -25,  59,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,   3, -12,   0, 438, 408, 2273, 331, 197, 271, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
278, 46802119,  -5,  16,   4,   0,   0,   0, -27,  89,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,   5, -18,   2, -161, 165, 2115, 419, 213, 350, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
279, 46803103,  -6,  15,   3,   0,   0,   0, -27,  84,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,   6, -17,   1, -666, -136, 1885, 408, 215, 340, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
280, 46804087,  -2,   3,   4,   0,   0,   0, -14,  41,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,   3,  -9,  -1, -898, -425, 1707, 269, 179, 234, 158, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
281, 46805071,   4, -13,   5,   0,   0,   0,   5, -18,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -1,   1,  -2, -781, -542, 1778, 158, 208, 167, 234, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
282, 46806055,   8, -28,   6,   0,   0,   0,  20, -69,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -4,  11,  -3, -279, -405, 2015, 158, 331, 199, 394, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
283, 46807038,  10, -38,   7,   0,   0,   0,  26, -101,   0,   0,   0,   1,   1,  14, 1000,   2,  -7,   2,   0, 244.2, 1.62, 620,  -6,  18,  -4, 360, -124, 2230, 158, 409, 214, 492, 47928, ANGLE_MODE|MAG, 0, IDLE, 1, 1
